item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,dominant_factor,item_id_meta,selected_order,pair_id,question_id,split,ordering,difficulty_meta,gold,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi,judge_pair_scores
gemini_2.5_pro:abc341_c:95:fwd,-0.5334288477897644,1.102323055267334,0.5334288477897644,-0.06250704824924469,factor_1,gemini_2.5_pro:abc341_c:95:fwd,420,gemini_2.5_pro:abc341_c:95,abc341_c,gemini_2.5_pro,fwd,medium,A,0.7365232706069946,0.7408604621887207,-0.34976351261138916,2.5544095039367676,"{'claude_haiku_4_5': 1.0, 'mistral_3b': None, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_4_opus:abc329_c:121:fwd,-0.5425494909286499,1.0932023525238037,0.5425494909286499,-0.6481069326400757,factor_1,claude_4_opus:abc329_c:121:fwd,1739,claude_4_opus:abc329_c:121,abc329_c,claude_4_opus,fwd,easy,A,0.8776264190673828,0.8811465501785278,-0.6338449716567993,2.820249557495117,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 0.0}"
claude_3.7_sonnet:abc397_e:171:fwd,-0.5656464099884033,1.0701054334640503,0.5656464099884033,-7.171907424926758,factor_1,claude_3.7_sonnet:abc397_e:171:fwd,171,claude_3.7_sonnet:abc397_e:171,abc397_e,claude_3.7_sonnet,fwd,hard,A,7.420464515686035,7.4174017906188965,-13.468002319335938,15.608213424682617,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:abc314_f:151:fwd,-0.5753943920135498,1.0603574514389038,0.5753943920135498,-7.112954616546631,factor_1,gemini_2.5_flash:abc314_f:151:fwd,732,gemini_2.5_flash:abc314_f:151,abc314_f,gemini_2.5_flash,fwd,hard,A,7.259469985961914,7.256494522094727,-13.162372589111328,15.283086776733398,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:abc340_e:180:fwd,-0.6046514511108398,1.0311003923416138,0.6046514511108398,-6.586641788482666,factor_1,gemini_2.5_flash:abc340_e:180:fwd,761,gemini_2.5_flash:abc340_e:180,abc340_e,gemini_2.5_flash,fwd,hard,A,6.061779975891113,6.0594682693481445,-10.845458030700684,12.907658576965332,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash_lite:2920:20:fwd,-0.6130712032318115,1.022680640220642,0.6130712032318115,-7.40070915222168,factor_1,gemini_2.5_flash_lite:2920:20:fwd,1031,gemini_2.5_flash_lite:2920:20,2920,gemini_2.5_flash_lite,fwd,easy,A,7.9040985107421875,7.900777339935303,-14.462843894958496,16.50820541381836,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:3603:78:fwd,-0.6265270709991455,1.009224772453308,0.6265270709991455,-7.166408061981201,factor_1,gemini_2.5_flash:3603:78:fwd,659,gemini_2.5_flash:3603:78,3603,gemini_2.5_flash,fwd,medium,A,7.28920841217041,7.286216735839844,-13.271759986877441,15.290209770202637,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:3765:94:fwd,-0.636681079864502,0.9990707635879517,0.636681079864502,-0.7646260857582092,factor_1,qwen3_235b:3765:94:fwd,1494,qwen3_235b:3765:94,3765,qwen3_235b,fwd,hard,A,0.9132789969444275,0.9166291356086731,-0.7975224256515503,2.795663833618164,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_4_sonnet:3230:37:fwd,-0.6368798017501831,0.9988720417022705,0.6368798017501831,-0.7646747827529907,factor_1,claude_4_sonnet:3230:37:fwd,1855,claude_4_sonnet:3230:37,3230,claude_4_sonnet,fwd,easy,A,0.9132918119430542,0.9166418313980103,-0.797745943069458,2.795490026473999,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_pro:3622:41:fwd,-0.6369776129722595,0.9987742304801941,0.6369776129722595,-0.7646985054016113,factor_1,gemini_2.5_pro:3622:41:fwd,366,gemini_2.5_pro:3622:41,3622,gemini_2.5_pro,fwd,easy,A,0.9132980704307556,0.9166480898857117,-0.7978560328483582,2.7954044342041016,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_3.7_sonnet:abc303_c:91:fwd,-0.6372233629226685,0.9985284805297852,0.6372233629226685,-0.7647491693496704,factor_1,claude_3.7_sonnet:abc303_c:91:fwd,91,claude_3.7_sonnet:abc303_c:91,abc303_c,claude_3.7_sonnet,fwd,easy,A,0.913310706615448,0.9166606664657593,-0.7981264591217041,2.7951834201812744,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:3313:28:fwd,-0.6374015212059021,0.9983503222465515,0.6374015212059021,-0.764790952205658,factor_1,qwen3_235b:3313:28:fwd,1428,qwen3_235b:3313:28,3313,qwen3_235b,fwd,hard,A,0.9133215546607971,0.9166715145111084,-0.7983258366584778,2.7950265407562256,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_pro:abc307_d:78:fwd,-0.6374256610870361,0.9983261823654175,0.6374256610870361,-0.7647976875305176,factor_1,gemini_2.5_pro:abc307_d:78:fwd,403,gemini_2.5_pro:abc307_d:78,abc307_d,gemini_2.5_pro,fwd,hard,A,0.9133234024047852,0.9166733026504517,-0.7983535528182983,2.7950057983398438,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:3791:103:fwd,-0.6375129222869873,0.9982389211654663,0.6375129222869873,-0.7648352384567261,factor_1,qwen3_235b:3791:103:fwd,1503,qwen3_235b:3791:103,3791,qwen3_235b,fwd,hard,A,0.9133340716362,0.9166839122772217,-0.7984615564346313,2.7949395179748535,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:3233:20:fwd,-0.6377242803573608,0.9980275630950928,0.6377242803573608,-0.7648863792419434,factor_1,qwen3_235b:3233:20:fwd,1420,qwen3_235b:3233:20,3233,qwen3_235b,fwd,hard,A,0.9133473634719849,0.9166971445083618,-0.798698902130127,2.7947540283203125,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_3.7_sonnet:abc368_d:298:fwd,-0.6377794742584229,0.9979723691940308,0.6377794742584229,-0.7649078965187073,factor_1,claude_3.7_sonnet:abc368_d:298:fwd,298,claude_3.7_sonnet:abc368_d:298,abc368_d,claude_3.7_sonnet,fwd,hard,A,0.913353443145752,0.9167032241821289,-0.798766016960144,2.794710636138916,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:3551:51:fwd,-0.6378313899040222,0.9979204535484314,0.6378313899040222,-0.7649351358413696,factor_1,qwen3_235b:3551:51:fwd,1451,qwen3_235b:3551:51,3551,qwen3_235b,fwd,hard,A,0.9133614301681519,0.916711151599884,-0.798833429813385,2.7946743965148926,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:abc389_f:192:fwd,-0.6379148364067078,0.9978370070457458,0.6379148364067078,-0.7649478912353516,factor_1,qwen3_235b:abc389_f:192:fwd,1592,qwen3_235b:abc389_f:192,abc389_f,qwen3_235b,fwd,hard,A,0.9133642911911011,0.9167140126228333,-0.7989224791526794,2.7945964336395264,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:3603:62:fwd,-0.6380946040153503,0.9976572394371033,0.6380946040153503,-0.7650352120399475,factor_1,qwen3_235b:3603:62:fwd,1462,qwen3_235b:3603:62,3603,qwen3_235b,fwd,easy,A,0.9133895635604858,0.9167391657829285,-0.799151599407196,2.794466018676758,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_4_sonnet:abc397_b:265:fwd,-0.6381111741065979,0.9976406693458557,0.6381111741065979,-0.7650029063224792,factor_1,claude_4_sonnet:abc397_b:265:fwd,2083,claude_4_sonnet:abc397_b:265,abc397_b,claude_4_sonnet,fwd,medium,A,0.9133791327476501,0.9167287945747375,-0.7991477847099304,2.794429063796997,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_4_opus:abc324_e:114:fwd,-0.6386507153511047,0.9971011281013489,0.6386507153511047,-0.765148937702179,factor_1,claude_4_opus:abc324_e:114:fwd,1732,claude_4_opus:abc324_e:114,abc324_e,claude_4_opus,fwd,hard,A,0.9134181141853333,0.9167675971984863,-0.7997633814811707,2.7939655780792236,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:3716:81:fwd,-0.6388112306594849,0.9969406127929688,0.6388112306594849,-0.7651987671852112,factor_1,qwen3_235b:3716:81:fwd,1481,qwen3_235b:3716:81,3716,qwen3_235b,fwd,hard,A,0.913431704044342,0.9167811274528503,-0.7999504804611206,2.7938318252563477,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:3209:19:fwd,-0.6388235688209534,0.9969282746315002,0.6388235688209534,-0.7651878595352173,factor_1,qwen3_235b:3209:19:fwd,1419,qwen3_235b:3209:19,3209,qwen3_235b,fwd,hard,A,0.9134281277656555,0.9167775511741638,-0.7999557852745056,2.7938122749328613,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:3552:52:fwd,-0.6388525366783142,0.9968993067741394,0.6388525366783142,-0.7652165293693542,factor_1,qwen3_235b:3552:52:fwd,1452,qwen3_235b:3552:52,3552,qwen3_235b,fwd,hard,A,0.913436770439148,0.9167861342430115,-0.8000015616416931,2.793800115585327,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:3402:32:fwd,-0.6388766765594482,0.9968751668930054,0.6388766765594482,-0.7652365565299988,factor_1,qwen3_235b:3402:32:fwd,1432,qwen3_235b:3402:32,3402,qwen3_235b,fwd,hard,A,0.913442850112915,0.9167922139167786,-0.8000376224517822,2.793787956237793,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_4_sonnet:3024:20:fwd,-0.6389142870903015,0.9968375563621521,0.6389142870903015,-0.7652375102043152,factor_1,claude_4_sonnet:3024:20:fwd,1838,claude_4_sonnet:3024:20,3024,claude_4_sonnet,fwd,hard,A,0.9134426712989807,0.9167920351028442,-0.8000748753547668,2.793750047683716,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_4_sonnet:abc307_d:136:fwd,-0.6391121745109558,0.9966396689414978,0.6391121745109558,-0.7652724981307983,factor_1,claude_4_sonnet:abc307_d:136:fwd,1954,claude_4_sonnet:abc307_d:136,abc307_d,claude_4_sonnet,fwd,hard,A,0.9134511351585388,0.9168004393577576,-0.8002892136573792,2.7935686111450195,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:3265:25:fwd,-0.6391764283180237,0.9965754151344299,0.6391764283180237,-0.7652827501296997,factor_1,qwen3_235b:3265:25:fwd,1425,qwen3_235b:3265:25,3265,qwen3_235b,fwd,hard,A,0.9134535193443298,0.9168028235435486,-0.8003581166267395,2.793509006500244,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_pro:abc380_f:146:fwd,-0.6391960978507996,0.996555745601654,0.6391960978507996,-0.7653148770332336,factor_1,gemini_2.5_pro:abc380_f:146:fwd,471,gemini_2.5_pro:abc380_f:146,abc380_f,gemini_2.5_pro,fwd,hard,A,0.9134633541107178,0.9168125987052917,-0.8003969788551331,2.793508529663086,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_pro:3776:69:fwd,-0.6393259763717651,0.9964258670806885,0.6393259763717651,-0.765331506729126,factor_1,gemini_2.5_pro:3776:69:fwd,394,gemini_2.5_pro:3776:69,3776,gemini_2.5_pro,fwd,hard,A,0.9134669303894043,0.9168161749839783,-0.8005338907241821,2.7933855056762695,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:3607:64:fwd,-0.6396092176437378,0.9961426258087158,0.6396092176437378,-0.7654134631156921,factor_1,qwen3_235b:3607:64:fwd,1464,qwen3_235b:3607:64,3607,qwen3_235b,fwd,medium,A,0.913489043712616,0.9168381690979004,-0.8008601665496826,2.7931454181671143,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_4_sonnet:abc339_d:180:fwd,-0.6396501064300537,0.9961017370223999,0.6396501064300537,-0.7654328346252441,factor_1,claude_4_sonnet:abc339_d:180:fwd,1998,claude_4_sonnet:abc339_d:180,abc339_d,claude_4_sonnet,fwd,hard,A,0.9134947061538696,0.916843831539154,-0.8009122610092163,2.7931156158447266,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_4_sonnet:2954:18:fwd,-0.6396974921226501,0.9960543513298035,0.6396974921226501,-0.7654786705970764,factor_1,claude_4_sonnet:2954:18:fwd,1836,claude_4_sonnet:2954:18,2954,claude_4_sonnet,fwd,hard,A,0.9135085344314575,0.9168576002120972,-0.8009865880012512,2.793095350265503,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:abc318_d:154:fwd,-0.639862596988678,0.9958892464637756,0.639862596988678,-0.7655073404312134,factor_1,gemini_2.5_flash:abc318_d:154:fwd,735,gemini_2.5_flash:abc318_d:154,abc318_d,gemini_2.5_flash,fwd,hard,A,0.9135153889656067,0.9168643951416016,-0.8011650443077087,2.7929434776306152,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:2919:8:fwd,-0.6412524580955505,0.9944993853569031,0.6412524580955505,-0.7659002542495728,factor_1,qwen3_235b:2919:8:fwd,1408,qwen3_235b:2919:8,2919,qwen3_235b,fwd,hard,A,0.9136211276054382,0.9169696569442749,-0.8027611374855042,2.791759967803955,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:3725:84:fwd,-0.6418185830116272,0.9939332604408264,0.6418185830116272,-0.7660927772521973,factor_1,qwen3_235b:3725:84:fwd,1484,qwen3_235b:3725:84,3725,qwen3_235b,fwd,hard,A,0.9136745929718018,0.9170228838920593,-0.8034315705299377,2.7912981510162354,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_4_sonnet:abc310_e:141:fwd,-0.6419456601142883,0.9938061833381653,0.6419456601142883,-0.7661054730415344,factor_1,claude_4_sonnet:abc310_e:141:fwd,1959,claude_4_sonnet:abc310_e:141,abc310_e,claude_4_sonnet,fwd,easy,A,0.9136769771575928,0.9170252680778503,-0.8035634160041809,2.7911758422851562,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_pro:abc392_f:166:fwd,-0.6419839262962341,0.9937679171562195,0.6419839262962341,-0.7661157250404358,factor_1,gemini_2.5_pro:abc392_f:166:fwd,491,gemini_2.5_pro:abc392_f:166,abc392_f,gemini_2.5_pro,fwd,hard,A,0.9136797785758972,0.91702800989151,-0.8036070466041565,2.7911429405212402,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_4_sonnet:3646:92:fwd,-0.6426219344139099,0.9931299090385437,0.6426219344139099,-0.7663016319274902,factor_1,claude_4_sonnet:3646:92:fwd,1910,claude_4_sonnet:3646:92,3646,claude_4_sonnet,fwd,hard,A,0.9137300252914429,0.9170780777931213,-0.8043431639671326,2.790602922439575,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash_lite:abc307_c:184:fwd,-0.6428869366645813,0.9928649067878723,0.6428869366645813,-6.966160297393799,factor_1,gemini_2.5_flash_lite:abc307_c:184:fwd,1195,gemini_2.5_flash_lite:abc307_c:184,abc307_c,gemini_2.5_flash_lite,fwd,medium,A,6.794112205505371,6.791390419006348,-12.31826114654541,14.303990364074707,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_pro:3801:220:fwd,-0.6451031565666199,0.9906486868858337,0.6451031565666199,-0.767021119594574,factor_1,gemini_2.5_pro:3801:220:fwd,545,gemini_2.5_pro:3801:220,3801,gemini_2.5_pro,fwd,easy,A,0.9139248132705688,0.9172719120979309,-0.8072043061256409,2.788501739501953,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:3454:53:fwd,-0.6468558311462402,0.9888960123062134,0.6468558311462402,-6.633706092834473,factor_1,gemini_2.5_flash:3454:53:fwd,634,gemini_2.5_flash:3454:53,3454,gemini_2.5_flash,fwd,medium,A,6.087090015411377,6.084764003753662,-10.937241554260254,12.915034294128418,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_pro:3490:25:fwd,-0.6470862030982971,0.9886656403541565,0.6470862030982971,-0.7676041722297668,factor_1,gemini_2.5_pro:3490:25:fwd,350,gemini_2.5_pro:3490:25,3490,gemini_2.5_pro,fwd,hard,A,0.9140830636024475,0.9174294471740723,-0.8094961047172546,2.786827325820923,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:abc342_e:135:fwd,-0.6521873474121094,0.9835644960403442,0.6521873474121094,-6.944660186767578,factor_1,qwen3_235b:abc342_e:135:fwd,1535,qwen3_235b:abc342_e:135,abc342_e,qwen3_235b,fwd,hard,A,6.728975772857666,6.726289749145508,-12.199963569641113,14.167092323303223,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
