question_id,judge_item_ids,judge_pair_ids,judge_splits,judge_orderings,judge_gold_labels,judge_n_pair_items,judge_difficulty_meta,judge_difficulty,judge_difficulty_centered,judge_difficulty_pair_sd,judge_difficulty_laplace_se,judge_difficulty_centered_laplace_se,judge_dominant_factors,judge_scores
3799,"['claude_4_sonnet:3799:125:fwd', 'claude_3.7_sonnet:3799:248:bwd']","['claude_4_sonnet:3799:125', 'claude_3.7_sonnet:3799:248']","['claude_3.7_sonnet', 'claude_4_sonnet']","['bwd', 'fwd']","{'claude_4_sonnet:3799:125:fwd': 'A', 'claude_3.7_sonnet:3799:248:bwd': 'B'}",2,hard,-1.4229479432106018,-0.00885242223739624,0.14534264844654488,2.1372203277794775,2.1379453408836677,"{'claude_4_sonnet:3799:125:fwd': 'factor_1', 'claude_3.7_sonnet:3799:248:bwd': 'factor_2'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
3411,"['gemini_2.5_flash_lite:3411:74:bwd', 'claude_4_sonnet:3411:56:bwd', 'qwen3_235b:3411:34:bwd', 'gemini_2.5_flash:3411:340:fwd', 'claude_4_opus:3411:33:bwd', 'gemini_2.5_pro:3411:16:fwd']","['gemini_2.5_flash_lite:3411:74', 'claude_4_sonnet:3411:56', 'qwen3_235b:3411:34', 'gemini_2.5_flash:3411:340', 'claude_4_opus:3411:33', 'gemini_2.5_pro:3411:16']","['claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash_lite:3411:74:bwd': 'B', 'claude_4_sonnet:3411:56:bwd': 'B', 'qwen3_235b:3411:34:bwd': 'B', 'gemini_2.5_flash:3411:340:fwd': 'A', 'claude_4_opus:3411:33:bwd': 'B', 'gemini_2.5_pro:3411:16:fwd': 'A'}",6,hard,-3.530476192633311,-2.1163807113965354,1.5345731121138892,2.0112812973630367,2.0109416490073264,"{'gemini_2.5_flash_lite:3411:74:bwd': 'factor_2', 'claude_4_sonnet:3411:56:bwd': 'factor_2', 'qwen3_235b:3411:34:bwd': 'factor_1', 'gemini_2.5_flash:3411:340:fwd': 'factor_1', 'claude_4_opus:3411:33:bwd': 'factor_1', 'gemini_2.5_pro:3411:16:fwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 0.8333333333333334, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 1.0}"
3264,['qwen3_235b:3264:24:fwd'],['qwen3_235b:3264:24'],['qwen3_235b'],['fwd'],{'qwen3_235b:3264:24:fwd': 'A'},1,medium,-1.377017617225647,0.037077903747558594,0.0,1.1444501876831055,1.1503945589065552,{'qwen3_235b:3264:24:fwd': 'factor_1'},"{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0}"
3750,"['qwen3_235b:3750:89:fwd', 'gemini_2.5_flash_lite:3750:155:fwd', 'claude_4_sonnet:3750:113:fwd']","['qwen3_235b:3750:89', 'gemini_2.5_flash_lite:3750:155', 'claude_4_sonnet:3750:113']","['claude_4_sonnet', 'gemini_2.5_flash_lite', 'qwen3_235b']",['fwd'],"{'qwen3_235b:3750:89:fwd': 'A', 'gemini_2.5_flash_lite:3750:155:fwd': 'A', 'claude_4_sonnet:3750:113:fwd': 'A'}",3,medium,-3.5039124886194863,-2.0898170471191406,1.848328724207221,1.9908871638853622,1.9911867468797206,"{'qwen3_235b:3750:89:fwd': 'factor_1', 'gemini_2.5_flash_lite:3750:155:fwd': 'factor_2', 'claude_4_sonnet:3750:113:fwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.3333333333333333}"
3560,"['claude_3.7_sonnet:3560:60:fwd', 'gemini_2.5_flash:3560:350:fwd', 'gemini_2.5_flash_lite:3560:106:bwd']","['claude_3.7_sonnet:3560:60', 'gemini_2.5_flash:3560:350', 'gemini_2.5_flash_lite:3560:106']","['claude_3.7_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'claude_3.7_sonnet:3560:60:fwd': 'A', 'gemini_2.5_flash:3560:350:fwd': 'A', 'gemini_2.5_flash_lite:3560:106:bwd': 'B'}",3,easy,-3.3951852718989053,-1.9810898303985596,1.7512090443148187,4.0933133124069085,4.091972712631877,"{'claude_3.7_sonnet:3560:60:fwd': 'factor_1', 'gemini_2.5_flash:3560:350:fwd': 'factor_1', 'gemini_2.5_flash_lite:3560:106:bwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 0.6666666666666666, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.3333333333333333, 'qwen3_5_9b': 0.3333333333333333}"
3700,"['gemini_2.5_flash_lite:3700:143:bwd', 'gemini_2.5_pro:3700:58:bwd']","['gemini_2.5_flash_lite:3700:143', 'gemini_2.5_pro:3700:58']","['gemini_2.5_flash_lite', 'gemini_2.5_pro']",['bwd'],"{'gemini_2.5_flash_lite:3700:143:bwd': 'B', 'gemini_2.5_pro:3700:58:bwd': 'B'}",2,easy,-3.121554732322693,-1.707459270954132,2.43672198541237,6.545555648337139,6.543010937821129,"{'gemini_2.5_flash_lite:3700:143:bwd': 'factor_2', 'gemini_2.5_pro:3700:58:bwd': 'factor_2'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.0, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
abc380_c,"['claude_4_sonnet:abc380_c:239:fwd', 'gemini_2.5_flash_lite:abc380_c:330:bwd']","['claude_4_sonnet:abc380_c:239', 'gemini_2.5_flash_lite:abc380_c:330']","['claude_4_sonnet', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'claude_4_sonnet:abc380_c:239:fwd': 'A', 'gemini_2.5_flash_lite:abc380_c:330:bwd': 'B'}",2,easy,-2.294510066509247,-0.8804145455360413,1.2627783340932093,3.482950030036986,3.4823624519554577,"{'claude_4_sonnet:abc380_c:239:fwd': 'factor_1', 'gemini_2.5_flash_lite:abc380_c:330:bwd': 'factor_2'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
abc315_d,"['gemini_2.5_flash_lite:abc315_d:202:bwd', 'gemini_2.5_flash:abc315_d:153:bwd', 'gemini_2.5_pro:abc315_d:84:bwd']","['gemini_2.5_flash_lite:abc315_d:202', 'gemini_2.5_flash:abc315_d:153', 'gemini_2.5_pro:abc315_d:84']","['gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']",['bwd'],"{'gemini_2.5_flash_lite:abc315_d:202:bwd': 'B', 'gemini_2.5_flash:abc315_d:153:bwd': 'B', 'gemini_2.5_pro:abc315_d:84:bwd': 'B'}",3,hard,-2.6703972021738687,-1.256301720937093,1.4344221968233848,2.4257731072447295,2.42564245447435,"{'gemini_2.5_flash_lite:abc315_d:202:bwd': 'factor_2', 'gemini_2.5_flash:abc315_d:153:bwd': 'factor_2', 'gemini_2.5_pro:abc315_d:84:bwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.0, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
3382,"['gemini_2.5_flash:3382:337:bwd', 'gemini_2.5_flash_lite:3382:69:bwd']","['gemini_2.5_flash:3382:337', 'gemini_2.5_flash_lite:3382:69']","['gemini_2.5_flash', 'gemini_2.5_flash_lite']",['bwd'],"{'gemini_2.5_flash:3382:337:bwd': 'B', 'gemini_2.5_flash_lite:3382:69:bwd': 'B'}",2,medium,-2.331129312515259,-0.9170337915420532,1.2460722505741582,2.67286035374031,2.672981667204039,"{'gemini_2.5_flash:3382:337:bwd': 'factor_2', 'gemini_2.5_flash_lite:3382:69:bwd': 'factor_2'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
abc334_d,"['gemini_2.5_flash_lite:abc334_d:229:bwd', 'claude_3.7_sonnet:abc334_d:123:bwd', 'claude_4_sonnet:abc334_d:173:fwd']","['gemini_2.5_flash_lite:abc334_d:229', 'claude_3.7_sonnet:abc334_d:123', 'claude_4_sonnet:abc334_d:173']","['claude_3.7_sonnet', 'claude_4_sonnet', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'gemini_2.5_flash_lite:abc334_d:229:bwd': 'B', 'claude_3.7_sonnet:abc334_d:123:bwd': 'B', 'claude_4_sonnet:abc334_d:173:fwd': 'A'}",3,easy,-3.2621517181396484,-1.8480562369028728,1.9899044305205922,1.6835696851608846,1.6842427288561632,"{'gemini_2.5_flash_lite:abc334_d:229:bwd': 'factor_2', 'claude_3.7_sonnet:abc334_d:123:bwd': 'factor_2', 'claude_4_sonnet:abc334_d:173:fwd': 'factor_2'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 0.6666666666666666, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
abc330_c,['gemini_2.5_flash:abc330_c:375:bwd'],['gemini_2.5_flash:abc330_c:375'],['gemini_2.5_flash'],['bwd'],{'gemini_2.5_flash:abc330_c:375:bwd': 'B'},1,easy,-1.4692920446395874,-0.055196523666381836,0.0,2.506481885910034,2.5082592964172363,{'gemini_2.5_flash:abc330_c:375:bwd': 'factor_2'},"{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
abc357_c,['qwen3_235b:abc357_c:146:bwd'],['qwen3_235b:abc357_c:146'],['qwen3_235b'],['bwd'],{'qwen3_235b:abc357_c:146:bwd': 'B'},1,easy,-1.4781156778335571,-0.06402015686035156,0.0,0.8110272884368896,0.8197724223136902,{'qwen3_235b:abc357_c:146:bwd': 'factor_2'},"{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
3687,['gemini_2.5_pro:3687:53:bwd'],['gemini_2.5_pro:3687:53'],['gemini_2.5_pro'],['bwd'],{'gemini_2.5_pro:3687:53:bwd': 'B'},1,easy,-1.4781162738800049,-0.06402075290679932,0.0,0.811026930809021,0.8197720646858215,{'gemini_2.5_pro:3687:53:bwd': 'factor_2'},"{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
abc334_e,"['claude_4_opus:abc334_e:126:bwd', 'claude_4_sonnet:abc334_e:174:bwd', 'gemini_2.5_flash_lite:abc334_e:230:bwd', 'claude_3.7_sonnet:abc334_e:124:bwd', 'gemini_2.5_flash:abc334_e:174:fwd']","['claude_4_opus:abc334_e:126', 'claude_4_sonnet:abc334_e:174', 'gemini_2.5_flash_lite:abc334_e:230', 'claude_3.7_sonnet:abc334_e:124', 'gemini_2.5_flash:abc334_e:174']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'claude_4_opus:abc334_e:126:bwd': 'B', 'claude_4_sonnet:abc334_e:174:bwd': 'B', 'gemini_2.5_flash_lite:abc334_e:230:bwd': 'B', 'claude_3.7_sonnet:abc334_e:124:bwd': 'B', 'gemini_2.5_flash:abc334_e:174:fwd': 'A'}",5,easy,-3.2318896770477297,-1.8177942037582397,1.970518579700267,1.7910095909658899,1.7909891330653582,"{'claude_4_opus:abc334_e:126:bwd': 'factor_2', 'claude_4_sonnet:abc334_e:174:bwd': 'factor_2', 'gemini_2.5_flash_lite:abc334_e:230:bwd': 'factor_2', 'claude_3.7_sonnet:abc334_e:124:bwd': 'factor_2', 'gemini_2.5_flash:abc334_e:174:fwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.8, 'mistral_3b': 0.6, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.2, 'qwen3_5_27b': 0.8, 'qwen3_5_2b': 0.6, 'qwen3_5_4b': 0.8, 'qwen3_5_9b': 1.0}"
3279,['gemini_2.5_flash:3279:334:bwd'],['gemini_2.5_flash:3279:334'],['gemini_2.5_flash'],['bwd'],{'gemini_2.5_flash:3279:334:bwd': 'B'},1,medium,-1.5887185335159302,-0.1746230125427246,0.0,1.3617562055587769,1.3665663003921509,{'gemini_2.5_flash:3279:334:bwd': 'factor_1'},"{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0}"
abc376_d,"['gemini_2.5_flash_lite:abc376_d:317:fwd', 'gemini_2.5_flash:abc376_d:231:bwd']","['gemini_2.5_flash_lite:abc376_d:317', 'gemini_2.5_flash:abc376_d:231']","['gemini_2.5_flash', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'gemini_2.5_flash_lite:abc376_d:317:fwd': 'A', 'gemini_2.5_flash:abc376_d:231:bwd': 'B'}",2,medium,-2.158519983291626,-0.7444244623184204,0.7906644256459413,3.0239558831856144,3.023748704675205,"{'gemini_2.5_flash_lite:abc376_d:317:fwd': 'factor_2', 'gemini_2.5_flash:abc376_d:231:bwd': 'factor_2'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.0, 'mistral_3b': 0.5, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 1.0}"
abc371_a,['gemini_2.5_flash_lite:abc371_a:305:bwd'],['gemini_2.5_flash_lite:abc371_a:305'],['gemini_2.5_flash_lite'],['bwd'],{'gemini_2.5_flash_lite:abc371_a:305:bwd': 'B'},1,easy,-1.600743055343628,-0.18664753437042236,0.0,4.679043292999268,4.678409099578857,{'gemini_2.5_flash_lite:abc371_a:305:bwd': 'factor_2'},"{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
abc386_f,"['qwen3_235b:abc386_f:186:bwd', 'gemini_2.5_flash:abc386_f:415:bwd', 'gemini_2.5_pro:abc386_f:155:fwd']","['qwen3_235b:abc386_f:186', 'gemini_2.5_flash:abc386_f:415', 'gemini_2.5_pro:abc386_f:155']","['gemini_2.5_flash', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'qwen3_235b:abc386_f:186:bwd': 'B', 'gemini_2.5_flash:abc386_f:415:bwd': 'B', 'gemini_2.5_pro:abc386_f:155:fwd': 'A'}",3,hard,-3.2879844109217324,-1.873888889948527,1.4609617135675987,3.252311994426799,3.2515283540669397,"{'qwen3_235b:abc386_f:186:bwd': 'factor_2', 'gemini_2.5_flash:abc386_f:415:bwd': 'factor_2', 'gemini_2.5_pro:abc386_f:155:fwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 1.0}"
abc390_a,['gemini_2.5_flash:abc390_a:269:fwd'],['gemini_2.5_flash:abc390_a:269'],['gemini_2.5_flash'],['fwd'],{'gemini_2.5_flash:abc390_a:269:fwd': 'A'},1,easy,-1.6383970975875854,-0.22430157661437988,0.0,0.8974487781524658,0.9052820205688477,{'gemini_2.5_flash:abc390_a:269:fwd': 'factor_2'},"{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0}"
abc314_c,"['claude_4_sonnet:abc314_c:146:fwd', 'claude_3.7_sonnet:abc314_c:257:fwd']","['claude_4_sonnet:abc314_c:146', 'claude_3.7_sonnet:abc314_c:257']","['claude_3.7_sonnet', 'claude_4_sonnet']",['fwd'],"{'claude_4_sonnet:abc314_c:146:fwd': 'A', 'claude_3.7_sonnet:abc314_c:257:fwd': 'A'}",2,easy,-2.8322335481643677,-1.4181380867958069,1.6575478021948626,3.184745782710796,3.184400070444326,"{'claude_4_sonnet:abc314_c:146:fwd': 'factor_1', 'claude_3.7_sonnet:abc314_c:257:fwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.0, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
abc370_c,"['gemini_2.5_flash:abc370_c:220:fwd', 'gemini_2.5_flash_lite:abc370_c:303:bwd', 'claude_4_sonnet:abc370_c:219:fwd']","['gemini_2.5_flash:abc370_c:220', 'gemini_2.5_flash_lite:abc370_c:303', 'claude_4_sonnet:abc370_c:219']","['claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'gemini_2.5_flash:abc370_c:220:fwd': 'A', 'gemini_2.5_flash_lite:abc370_c:303:bwd': 'B', 'claude_4_sonnet:abc370_c:219:fwd': 'A'}",3,easy,-2.9678255716959634,-1.5537300904591878,1.2402168507167206,1.4334493500262395,1.4344982654431921,"{'gemini_2.5_flash:abc370_c:220:fwd': 'factor_2', 'gemini_2.5_flash_lite:abc370_c:303:bwd': 'factor_2', 'claude_4_sonnet:abc370_c:219:fwd': 'factor_2'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 0.6666666666666666, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 1.0}"
3104,"['claude_3.7_sonnet:3104:198:fwd', 'claude_4_sonnet:3104:28:fwd']","['claude_3.7_sonnet:3104:198', 'claude_4_sonnet:3104:28']","['claude_3.7_sonnet', 'claude_4_sonnet']",['fwd'],"{'claude_3.7_sonnet:3104:198:fwd': 'A', 'claude_4_sonnet:3104:28:fwd': 'A'}",2,easy,-3.4270519614219666,-2.0129565000534058,2.465226657703561,1.472237131020738,1.4740639008979293,"{'claude_3.7_sonnet:3104:198:fwd': 'factor_2', 'claude_4_sonnet:3104:28:fwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0}"
3033,"['gemini_2.5_flash_lite:3033:31:fwd', 'gemini_2.5_flash:3033:17:bwd', 'claude_3.7_sonnet:3033:16:bwd', 'claude_4_opus:3033:14:bwd', 'claude_4_sonnet:3033:24:fwd']","['gemini_2.5_flash_lite:3033:31', 'gemini_2.5_flash:3033:17', 'claude_3.7_sonnet:3033:16', 'claude_4_opus:3033:14', 'claude_4_sonnet:3033:24']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'gemini_2.5_flash_lite:3033:31:fwd': 'A', 'gemini_2.5_flash:3033:17:bwd': 'B', 'claude_3.7_sonnet:3033:16:bwd': 'B', 'claude_4_opus:3033:14:bwd': 'B', 'claude_4_sonnet:3033:24:fwd': 'A'}",5,hard,-3.739352488517761,-2.325256896018982,3.3846384034024584,2.645172405282156,2.644477277026618,"{'gemini_2.5_flash_lite:3033:31:fwd': 'factor_2', 'gemini_2.5_flash:3033:17:bwd': 'factor_1', 'claude_3.7_sonnet:3033:16:bwd': 'factor_2', 'claude_4_opus:3033:14:bwd': 'factor_1', 'claude_4_sonnet:3033:24:fwd': 'factor_2'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.6, 'mistral_3b': 0.6, 'mistral_8b': 0.6, 'qwen3_5_0_8b': 0.4, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.4, 'qwen3_5_4b': 0.6, 'qwen3_5_9b': 1.0}"
abc379_c,"['claude_4_sonnet:abc379_c:235:fwd', 'gemini_2.5_flash_lite:abc379_c:326:bwd', 'claude_3.7_sonnet:abc379_c:153:fwd']","['claude_4_sonnet:abc379_c:235', 'gemini_2.5_flash_lite:abc379_c:326', 'claude_3.7_sonnet:abc379_c:153']","['claude_3.7_sonnet', 'claude_4_sonnet', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'claude_4_sonnet:abc379_c:235:fwd': 'A', 'gemini_2.5_flash_lite:abc379_c:326:bwd': 'B', 'claude_3.7_sonnet:abc379_c:153:fwd': 'A'}",3,hard,-4.085966308911641,-2.6718708674112954,2.7402135970804964,1.9619624593819989,1.9622940921663246,"{'claude_4_sonnet:abc379_c:235:fwd': 'factor_2', 'gemini_2.5_flash_lite:abc379_c:326:bwd': 'factor_2', 'claude_3.7_sonnet:abc379_c:153:fwd': 'factor_2'}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 1.0, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.3333333333333333, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 0.6666666666666666}"
abc329_c,"['gemini_2.5_flash:abc329_c:166:bwd', 'claude_4_opus:abc329_c:121:fwd', 'qwen3_235b:abc329_c:124:fwd', 'claude_3.7_sonnet:abc329_c:117:bwd']","['gemini_2.5_flash:abc329_c:166', 'claude_4_opus:abc329_c:121', 'qwen3_235b:abc329_c:124', 'claude_3.7_sonnet:abc329_c:117']","['claude_3.7_sonnet', 'claude_4_opus', 'gemini_2.5_flash', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash:abc329_c:166:bwd': 'B', 'claude_4_opus:abc329_c:121:fwd': 'A', 'qwen3_235b:abc329_c:124:fwd': 'A', 'claude_3.7_sonnet:abc329_c:117:bwd': 'B'}",4,hard,-2.9022692143917084,-1.4881736934185028,1.2141654099128665,1.9519286167643164,1.951953768144274,"{'gemini_2.5_flash:abc329_c:166:bwd': 'factor_2', 'claude_4_opus:abc329_c:121:fwd': 'factor_2', 'qwen3_235b:abc329_c:124:fwd': 'factor_2', 'claude_3.7_sonnet:abc329_c:117:bwd': 'factor_2'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.75, 'mistral_3b': 0.75, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.75}"
abc332_d,"['gemini_2.5_flash:abc332_d:171:bwd', 'gemini_2.5_pro:abc332_d:226:fwd']","['gemini_2.5_flash:abc332_d:171', 'gemini_2.5_pro:abc332_d:226']","['gemini_2.5_flash', 'gemini_2.5_pro']","['bwd', 'fwd']","{'gemini_2.5_flash:abc332_d:171:bwd': 'B', 'gemini_2.5_pro:abc332_d:226:fwd': 'A'}",2,medium,-3.508526861667633,-2.0944314002990723,2.4074900271032753,2.3701502668437393,2.3705934389225876,"{'gemini_2.5_flash:abc332_d:171:bwd': 'factor_2', 'gemini_2.5_pro:abc332_d:226:fwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 1.0}"
