item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,loading_factor_2,dominant_factor,item_id_meta,selected_order,pair_id,question_id,split,ordering,difficulty_meta,gold,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi,judge_pair_scores
gemini_2.5_flash:abc315_c:152:fwd,-0.8098829984664917,0.6042125225067139,0.8098829984664917,0.21844638884067535,0.2180027961730957,factor_1,gemini_2.5_flash:abc315_c:152:fwd,733,gemini_2.5_flash:abc315_c:152,abc315_c,gemini_2.5_flash,fwd,medium,A,0.8507430553436279,0.859047532081604,-1.0795207023620605,2.2879457473754883,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_pro:abc339_d:227:fwd,-0.809922993183136,0.6041725277900696,0.809922993183136,0.2183893620967865,0.21807575225830078,factor_1,gemini_2.5_pro:abc339_d:227:fwd,552,gemini_2.5_pro:abc339_d:227,abc339_d,gemini_2.5_pro,fwd,hard,A,0.8507456183433533,0.8590500354766846,-1.0795655250549316,2.2879106998443604,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_pro:abc324_d:89:fwd,-0.8148703575134277,0.5992251634597778,0.8148703575134277,6.385799884796143,-0.21226492524147034,factor_1,gemini_2.5_pro:abc324_d:89:fwd,414,gemini_2.5_pro:abc324_d:89,abc324_d,gemini_2.5_pro,fwd,hard,A,1.8732105493545532,1.8762909173965454,-3.078305244445801,4.276755332946777,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash_lite:abc336_c:233:fwd,-0.8173505067825317,0.5967450141906738,0.8173505067825317,0.21783018112182617,0.2190699279308319,factor_2,gemini_2.5_flash_lite:abc336_c:233:fwd,1244,gemini_2.5_flash_lite:abc336_c:233,abc336_c,gemini_2.5_flash_lite,fwd,medium,A,0.8513994216918945,0.8596969246864319,-1.0882610082626343,2.2817511558532715,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_4_sonnet:abc314_d:147:bwd,-0.8210698366165161,0.5930256843566895,0.8210698366165161,0.020511504262685776,0.10036233812570572,factor_2,claude_4_sonnet:abc314_d:147:bwd,1965,claude_4_sonnet:abc314_d:147,abc314_d,claude_4_sonnet,bwd,easy,B,0.7203809022903442,0.7303028702735901,-0.8383679389953613,2.0244193077087402,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_3.7_sonnet:abc325_c:266:fwd,-0.8223903775215149,0.5917051434516907,0.8223903775215149,0.2174522429704666,0.21984702348709106,factor_2,claude_3.7_sonnet:abc325_c:266:fwd,266,claude_3.7_sonnet:abc325_c:266,abc325_c,claude_3.7_sonnet,fwd,medium,A,0.8518905639648438,0.8601828217506409,-1.0942533016204834,2.277663469314575,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:3498:47:fwd,-0.829222559928894,0.5848729610443115,0.829222559928894,0.8705092668533325,-0.24569560587406158,factor_1,qwen3_235b:3498:47:fwd,1447,qwen3_235b:3498:47,3498,qwen3_235b,fwd,medium,A,1.0638504028320312,1.0703216791152954,-1.5129575729370117,2.6827034950256348,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_pro:3364:12:fwd,-0.8300976157188416,0.583997905254364,0.8300976157188416,0.870227038860321,-0.2453480362892151,factor_1,gemini_2.5_pro:3364:12:fwd,337,gemini_2.5_pro:3364:12,3364,gemini_2.5_pro,fwd,hard,A,1.0638504028320312,1.0703216791152954,-1.5138325691223145,2.681828498840332,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
qwen3_235b:3559:54:fwd,-0.8349007964134216,0.5791947245597839,0.8349007964134216,0.8704771399497986,-0.24455513060092926,factor_1,qwen3_235b:3559:54:fwd,1454,qwen3_235b:3559:54,3559,qwen3_235b,fwd,medium,A,1.0644017457962036,1.0708692073822021,-1.5197088718414307,2.678098440170288,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_3.7_sonnet:abc351_f:288:bwd,-0.83538419008255,0.5787113308906555,0.83538419008255,-0.3377351462841034,-0.21105654537677765,factor_1,claude_3.7_sonnet:abc351_f:288:bwd,288,claude_3.7_sonnet:abc351_f:288,abc351_f,claude_3.7_sonnet,bwd,easy,B,0.900459349155426,0.9082638025283813,-1.2014858722686768,2.3589084148406982,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_pro:3426:17:fwd,-0.8354068398475647,0.5786886811256409,0.8354068398475647,0.8703932166099548,-0.24442075192928314,factor_1,gemini_2.5_pro:3426:17:fwd,342,gemini_2.5_pro:3426:17,3426,gemini_2.5_pro,fwd,hard,A,1.0644248723983765,1.070892095565796,-1.5202598571777344,2.6776371002197266,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
qwen3_235b:3317:29:fwd,-0.841249406337738,0.5728461146354675,0.841249406337738,0.8709132075309753,-0.2435804307460785,factor_1,qwen3_235b:3317:29:fwd,1429,qwen3_235b:3317:29,3317,qwen3_235b,fwd,hard,A,1.0651633739471436,1.0716254711151123,-1.5275397300720215,2.673232078552246,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
qwen3_235b:2839:3:fwd,-0.8513023257255554,0.5627931952476501,0.8513023257255554,6.411953926086426,-0.2053559422492981,factor_1,qwen3_235b:2839:3:fwd,1403,qwen3_235b:2839:3,2839,qwen3_235b,fwd,medium,A,1.8773934841156006,1.8804631233215332,-3.1229145526885986,4.248500823974609,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_pro:abc394_c:168:bwd,-0.8644070625305176,0.549688458442688,0.8644070625305176,-1.3029850721359253,1.1363558769226074,factor_1,gemini_2.5_pro:abc394_c:168:bwd,493,gemini_2.5_pro:abc394_c:168,abc394_c,gemini_2.5_pro,bwd,easy,B,0.9404587745666504,0.9478970170021057,-1.3081897497177124,2.407566547393799,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_4_sonnet:3261:40:bwd,-0.879189670085907,0.5349058508872986,0.879189670085907,0.08979479223489761,-0.3723675012588501,factor_2,claude_4_sonnet:3261:40:bwd,1858,claude_4_sonnet:3261:40,3261,claude_4_sonnet,bwd,medium,B,0.8702211380004883,0.8783233165740967,-1.186607837677002,2.2564196586608887,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_4_opus:2920:10:fwd,-0.8832684755325317,0.5308270454406738,0.8832684755325317,6.652939319610596,-0.20482952892780304,factor_1,claude_4_opus:2920:10:fwd,1628,claude_4_opus:2920:10,2920,claude_4_opus,fwd,easy,A,1.9254149198532104,1.9283630847930908,-3.248764753341675,4.310419082641602,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
qwen3_235b:3657:70:fwd,-0.8911514282226562,0.5229440927505493,0.8911514282226562,7.373693943023682,-0.22075825929641724,factor_1,qwen3_235b:3657:70:fwd,1470,qwen3_235b:3657:70,3657,qwen3_235b,fwd,medium,A,2.0854687690734863,2.0880448818206787,-3.5696239471435547,4.615511894226074,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_pro:3261:8:bwd,-0.926487147808075,0.4876083731651306,0.926487147808075,-0.06234827637672424,0.05097215995192528,factor_1,gemini_2.5_pro:3261:8:bwd,333,gemini_2.5_pro:3261:8,3261,gemini_2.5_pro,bwd,hard,B,0.714647114276886,0.7246530055999756,-0.9327115416526794,1.907928228378296,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
qwen3_235b:3493:46:fwd,-0.9394027590751648,0.47469276189804077,0.9394027590751648,-0.266488254070282,0.10193034261465073,factor_1,qwen3_235b:3493:46:fwd,1446,qwen3_235b:3493:46,3493,qwen3_235b,fwd,easy,A,0.7477353811264038,0.7572738528251648,-1.00956392288208,1.9589495658874512,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_pro:abc344_c:98:fwd,-0.9634539484977722,0.45064157247543335,0.9634539484977722,7.566647052764893,-0.21215379238128662,factor_1,gemini_2.5_pro:abc344_c:98:fwd,423,gemini_2.5_pro:abc344_c:98,abc344_c,gemini_2.5_pro,fwd,medium,A,2.1306204795837402,2.1330995559692383,-3.730233669281006,4.631516933441162,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_4_opus:abc385_c:171:fwd,-0.9775119423866272,0.43658357858657837,0.9775119423866272,7.714376926422119,-0.2133217304944992,factor_1,claude_4_opus:abc385_c:171:fwd,1789,claude_4_opus:abc385_c:171,abc385_c,claude_4_opus,fwd,hard,A,2.167208194732666,2.1696109771728516,-3.815854072570801,4.689021110534668,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_pro:abc397_f:174:bwd,-1.0168540477752686,0.397241473197937,1.0168540477752686,-1.6887035369873047,-9.187504768371582,factor_2,gemini_2.5_pro:abc397_f:174:bwd,499,gemini_2.5_pro:abc397_f:174,abc397_f,gemini_2.5_pro,bwd,easy,B,3.995473861694336,3.995436906814575,-7.433815002441406,8.22829818725586,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_pro:abc312_f:82:fwd,-1.0729591846466064,0.3411363363265991,1.0729591846466064,-0.0389806404709816,0.16447268426418304,factor_2,gemini_2.5_pro:abc312_f:82:fwd,407,gemini_2.5_pro:abc312_f:82,abc312_f,gemini_2.5_pro,fwd,hard,A,0.7337347269058228,0.7434661388397217,-1.116057276725769,1.7983299493789673,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:3532:63:bwd,-1.0783575773239136,0.335737943649292,1.0783575773239136,0.9040632247924805,-7.0953288078308105,factor_2,gemini_2.5_flash:3532:63:bwd,644,gemini_2.5_flash:3532:63,3532,gemini_2.5_flash,bwd,medium,B,4.34089469909668,4.340545177459717,-8.171730995178223,8.843207359313965,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_4_opus:3786:80:bwd,-1.086672306060791,0.32742321491241455,1.086672306060791,0.7701544761657715,-6.177624225616455,factor_2,claude_4_opus:3786:80:bwd,1698,claude_4_opus:3786:80,3786,claude_4_opus,bwd,medium,B,3.7877860069274902,3.787950038909912,-7.096959114074707,7.751805305480957,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_4_sonnet:abc396_d:262:fwd,-1.1105623245239258,0.3035331964492798,1.1105623245239258,9.021178245544434,-0.2195771485567093,factor_1,claude_4_sonnet:abc396_d:262:fwd,2080,claude_4_sonnet:abc396_d:262,abc396_d,claude_4_sonnet,fwd,hard,A,2.53509521484375,2.53682541847229,-4.668644905090332,5.2757110595703125,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
claude_3.7_sonnet:3017:193:fwd,-1.1181907653808594,0.2959047555923462,1.1181907653808594,0.09232322871685028,0.3083927035331726,factor_2,claude_3.7_sonnet:3017:193:fwd,193,claude_3.7_sonnet:3017:193,3017,claude_3.7_sonnet,fwd,medium,A,0.8327091336250305,0.841208815574646,-1.3528645038604736,1.944674015045166,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_3.7_sonnet:2891:12:fwd,-1.1571162939071655,0.25697922706604004,1.1571162939071655,0.1322539746761322,0.054542314261198044,factor_1,claude_3.7_sonnet:2891:12:fwd,12,claude_3.7_sonnet:2891:12,2891,claude_3.7_sonnet,fwd,medium,A,0.8298611044883728,0.8383923172950745,-1.3862696886062622,1.9002281427383423,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_4_sonnet:3751:114:bwd,-1.1585580110549927,0.2555375099182129,1.1585580110549927,-0.0913928970694542,0.1424255222082138,factor_2,claude_4_sonnet:3751:114:bwd,1932,claude_4_sonnet:3751:114,3751,claude_4_sonnet,bwd,easy,B,0.7352190613746643,0.7449296712875366,-1.2045246362686157,1.7155996561050415,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_pro:abc361_e:116:bwd,-1.16848623752594,0.24560928344726562,1.16848623752594,-0.9303064346313477,-4.8243088722229,factor_2,gemini_2.5_pro:abc361_e:116:bwd,441,gemini_2.5_pro:abc361_e:116,abc361_e,gemini_2.5_pro,bwd,easy,B,1.9364879131317139,1.939408779144287,-3.5556321144104004,4.046850681304932,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
qwen3_235b:abc375_e:161:bwd,-1.178983449935913,0.23511207103729248,1.178983449935913,-0.9507287740707397,-4.92963981628418,factor_2,qwen3_235b:abc375_e:161:bwd,1561,qwen3_235b:abc375_e:161,abc375_e,qwen3_235b,bwd,hard,B,1.9718530178070068,1.9746882915496826,-3.635277271270752,4.105501174926758,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash_lite:abc384_d:343:bwd,-1.1918281316757202,0.22226738929748535,1.1918281316757202,-0.969868004322052,-5.029025554656982,factor_2,gemini_2.5_flash_lite:abc384_d:343:bwd,1354,gemini_2.5_flash_lite:abc384_d:343,abc384_d,gemini_2.5_flash_lite,bwd,medium,B,2.0065033435821533,2.0092570781707764,-3.715876579284668,4.160411357879639,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
claude_4_sonnet:3604:83:fwd,-1.1980628967285156,0.21603262424468994,1.1980628967285156,9.10554027557373,-0.20607057213783264,factor_1,claude_4_sonnet:3604:83:fwd,1901,claude_4_sonnet:3604:83,3604,claude_4_sonnet,fwd,easy,A,2.557969570159912,2.5596625804901123,-4.800906181335449,5.23297119140625,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_pro:3308:10:fwd,-1.2080386877059937,0.20605683326721191,1.2080386877059937,5.262237071990967,-4.839472770690918,factor_1,gemini_2.5_pro:3308:10:fwd,335,gemini_2.5_pro:3308:10,3308,gemini_2.5_pro,fwd,hard,A,2.54136323928833,2.5430831909179688,-4.778386116027832,5.190500259399414,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 0.0}"
claude_3.7_sonnet:abc383_d:158:fwd,-1.2193338871002197,0.19476163387298584,1.2193338871002197,-0.3491024971008301,1.1915873289108276,factor_2,claude_3.7_sonnet:abc383_d:158:fwd,158,claude_3.7_sonnet:abc383_d:158,abc383_d,claude_3.7_sonnet,fwd,medium,A,0.9855089783668518,0.9925681352615356,-1.7506719827651978,2.140195369720459,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:3081:19:fwd,-1.2222617864608765,0.1918337345123291,1.2222617864608765,-0.3499818444252014,1.1937514543533325,factor_2,gemini_2.5_flash:3081:19:fwd,600,gemini_2.5_flash:3081:19,3081,gemini_2.5_flash,fwd,easy,A,0.9860105514526367,0.9930656552314758,-1.7545750141143799,2.138242483139038,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash_lite:abc381_e:336:fwd,-1.2229796648025513,0.1911158561706543,1.2229796648025513,-0.3503707945346832,1.1954901218414307,factor_2,gemini_2.5_flash_lite:abc381_e:336:fwd,1347,gemini_2.5_flash_lite:abc381_e:336,abc381_e,gemini_2.5_flash_lite,fwd,medium,A,0.9863629937171936,0.9934152364730835,-1.755977988243103,2.138209819793701,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash_lite:abc321_e:210:bwd,-1.2235625982284546,0.19053292274475098,1.2235625982284546,-1.5581998825073242,-8.297240257263184,factor_2,gemini_2.5_flash_lite:abc321_e:210:bwd,1221,gemini_2.5_flash_lite:abc321_e:210,abc321_e,gemini_2.5_flash_lite,bwd,medium,B,3.5952847003936768,3.5956454277038574,-6.856932640075684,7.237998008728027,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash:abc378_e:237:bwd,-1.2241255044937134,0.1899700164794922,1.2241255044937134,-0.967620313167572,-4.99446964263916,factor_2,gemini_2.5_flash:abc378_e:237:bwd,818,gemini_2.5_flash:abc378_e:237,abc378_e,gemini_2.5_flash,bwd,hard,B,1.9957971572875977,1.9985758066177368,-3.727238655090332,4.107178688049316,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}"
gemini_2.5_flash:abc314_d:150:fwd,-1.2272241115570068,0.18687140941619873,1.2272241115570068,-0.35157784819602966,1.1985204219818115,factor_2,gemini_2.5_flash:abc314_d:150:fwd,731,gemini_2.5_flash:abc314_d:150,abc314_d,gemini_2.5_flash,fwd,hard,A,0.9870733022689819,0.9941198229789734,-1.7616034746170044,2.1353464126586914,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:2827:307:fwd,-1.227433681488037,0.18666183948516846,1.227433681488037,-0.35157662630081177,1.1985493898391724,factor_2,gemini_2.5_flash:2827:307:fwd,888,gemini_2.5_flash:2827:307,2827,gemini_2.5_flash,fwd,hard,A,0.9870877265930176,0.9941341280937195,-1.761841058731079,2.135164737701416,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 0.0}"
gemini_2.5_flash:arc189_d:298:fwd,-1.2276175022125244,0.18647801876068115,1.2276175022125244,-0.3516518771648407,1.1986547708511353,factor_2,gemini_2.5_flash:arc189_d:298:fwd,879,gemini_2.5_flash:arc189_d:298,arc189_d,gemini_2.5_flash,fwd,hard,A,0.9871122241020203,0.9941585063934326,-1.7620726823806763,2.135028839111328,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 0.0}"
