item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,loading_factor_2,dominant_factor,item_id_meta,selected_order,pair_id,question_id,split,ordering,difficulty_meta,gold,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
gemini_2.5_flash_lite:3692:139:bwd,-2.1298294,-0.7157339,2.1298294,0.68384856,-7.5457735,factor_2,gemini_2.5_flash_lite:3692:139:bwd,1150,gemini_2.5_flash_lite:3692:139,3692,gemini_2.5_flash_lite,bwd,medium,B,7.576393,7.5737724,-15.560328,14.12886
gemini_2.5_flash:abc341_e:183:fwd,-2.1353047,-0.72120917,2.1353047,-0.61488265,5.8208637,factor_2,gemini_2.5_flash:abc341_e:183:fwd,764,gemini_2.5_flash:abc341_e:183,abc341_e,gemini_2.5_flash,fwd,medium,A,1.4227568,1.4273049,-3.5187268,2.0763083
claude_4_opus:abc308_c:95:bwd,-2.137012,-0.7229165,2.137012,0.5531326,-5.7772455,factor_2,claude_4_opus:abc308_c:95:bwd,1713,claude_4_opus:abc308_c:95,abc308_c,claude_4_opus,bwd,medium,B,5.677264,5.675875,-11.847632,10.401799
claude_4_sonnet:3196:34:bwd,-2.137972,-0.7238766,2.137972,0.50922894,-5.413629,factor_2,claude_4_sonnet:3196:34:bwd,1852,claude_4_sonnet:3196:34,3196,claude_4_sonnet,bwd,easy,B,5.2938523,5.292741,-11.09765,9.649896
gemini_2.5_flash_lite:3765:160:bwd,-2.140648,-0.72655237,2.140648,-1.9687431,-9.982617,factor_2,gemini_2.5_flash_lite:3765:160:bwd,1171,gemini_2.5_flash_lite:3765:160,3765,gemini_2.5_flash_lite,bwd,easy,B,5.391575,5.390392,-11.29172,9.838616
gemini_2.5_pro:arc185_e:186:bwd,-2.147607,-0.73351157,2.147607,-0.11409594,-0.14881073,factor_2,gemini_2.5_pro:arc185_e:186:bwd,511,gemini_2.5_pro:arc185_e:186,arc185_e,gemini_2.5_pro,bwd,hard,B,1.107062,1.113242,-2.9154658,1.4484428
claude_4_sonnet:abc376_c:227:fwd,-2.1478145,-0.733719,2.1478145,4.4578776,-1.7295866,factor_1,claude_4_sonnet:abc376_c:227:fwd,2045,claude_4_sonnet:abc376_c:227,abc376_c,claude_4_sonnet,fwd,easy,A,2.5779366,2.5795977,-5.7897305,4.322293
gemini_2.5_pro:abc368_d:233:fwd,-2.1486416,-0.73454607,2.1486416,7.5524025,-3.886106,factor_1,gemini_2.5_pro:abc368_d:233:fwd,558,gemini_2.5_pro:abc368_d:233,abc368_d,gemini_2.5_pro,fwd,easy,A,6.3392344,6.337394,-13.155839,11.686748
gemini_2.5_pro:arc186_b:187:bwd,-2.1625822,-0.74848664,2.1625822,0.64731836,-4.693135,factor_2,gemini_2.5_pro:arc186_b:187:bwd,512,gemini_2.5_pro:arc186_b:187,arc186_b,gemini_2.5_pro,bwd,easy,B,4.920475,4.919648,-10.390997,8.894024
gemini_2.5_flash_lite:abc379_g:329:bwd,-2.1652865,-0.751191,2.1652865,0.4704473,-5.246371,factor_2,gemini_2.5_flash_lite:abc379_g:329:bwd,1340,gemini_2.5_flash_lite:abc379_g:329,abc379_g,gemini_2.5_flash_lite,bwd,medium,B,5.1775393,5.176515,-10.897161,9.394778
claude_4_sonnet:3438:59:bwd,-2.1668665,-0.752771,2.1668665,0.6785747,-6.508863,factor_2,claude_4_sonnet:3438:59:bwd,1877,claude_4_sonnet:3438:59,3438,claude_4_sonnet,bwd,easy,B,6.5559373,6.5539546,-13.598522,12.092979
gemini_2.5_flash:abc384_c:412:fwd,-2.173858,-0.7597624,2.173858,5.1779323,-2.308253,factor_1,gemini_2.5_flash:abc384_c:412:fwd,993,gemini_2.5_flash:abc384_c:412,abc384_c,gemini_2.5_flash,fwd,easy,A,3.2204573,3.2212372,-7.073387,5.5538626
gemini_2.5_flash:abc321_e:158:bwd,-2.1859474,-0.7718519,2.1859474,-1.9997514,-10.127968,factor_2,gemini_2.5_flash:abc321_e:158:bwd,739,gemini_2.5_flash:abc321_e:158,abc321_e,gemini_2.5_flash,bwd,easy,B,5.5639286,5.5626206,-11.674588,10.130885
claude_3.7_sonnet:arc189_d:181:bwd,-2.205877,-0.79178154,2.205877,-0.25831962,0.072614014,factor_1,claude_3.7_sonnet:arc189_d:181:bwd,181,claude_3.7_sonnet:arc189_d:181,arc189_d,claude_3.7_sonnet,bwd,medium,B,0.92325205,0.9308442,-2.6162362,1.0326731
claude_3.7_sonnet:abc390_f:313:fwd,-2.2098181,-0.7957226,2.2098181,-3.5778668,8.7489395,factor_2,claude_3.7_sonnet:abc390_f:313:fwd,313,claude_3.7_sonnet:abc390_f:313,abc390_f,claude_3.7_sonnet,fwd,easy,A,1.3982968,1.4029475,-3.5454998,1.9540547
qwen3_235b:abc357_e:147:fwd,-2.2118084,-0.7977129,2.2118084,2.548796,2.4511695,factor_1,qwen3_235b:abc357_e:147:fwd,1547,qwen3_235b:abc357_e:147,abc357_e,qwen3_235b,fwd,medium,A,2.163231,2.1656418,-5.042371,3.4469452
claude_4_opus:3657:62:bwd,-2.2293985,-0.81530297,2.2293985,-4.5355754,3.420689,factor_1,claude_4_opus:3657:62:bwd,1680,claude_4_opus:3657:62,3657,claude_4_opus,bwd,hard,B,1.4905092,1.4947882,-3.7450876,2.114482
gemini_2.5_flash_lite:abc388_e:352:bwd,-2.2362816,-0.8221861,2.2362816,-2.0309281,-4.2319565,factor_2,gemini_2.5_flash_lite:abc388_e:352:bwd,1363,gemini_2.5_flash_lite:abc388_e:352,abc388_e,gemini_2.5_flash_lite,bwd,medium,B,4.511953,4.5114574,-9.664643,8.02027
gemini_2.5_flash:3244:27:fwd,-2.2432256,-0.82913005,2.2432256,0.07697442,0.41569528,factor_2,gemini_2.5_flash:3244:27:fwd,608,gemini_2.5_flash:3244:27,3244,gemini_2.5_flash,fwd,medium,A,1.0169421,1.0237553,-2.8356905,1.1774305
qwen3_235b:abc379_g:167:fwd,-2.2437682,-0.8296727,2.2437682,0.07694941,0.41602895,factor_2,qwen3_235b:abc379_g:167:fwd,1567,qwen3_235b:abc379_g:167,abc379_g,qwen3_235b,fwd,medium,A,1.0171182,1.0239301,-2.8365755,1.1772302
gemini_2.5_flash:3607:354:bwd,-2.243922,-0.8298265,2.243922,0.44047374,-5.214635,factor_2,gemini_2.5_flash:3607:354:bwd,935,gemini_2.5_flash:3607:354,3607,gemini_2.5_flash,bwd,medium,B,5.3156004,5.314473,-11.246194,9.586541
claude_4_sonnet:2833:7:fwd,-2.2457376,-0.83164203,2.2457376,0.07689048,0.41630647,factor_2,claude_4_sonnet:2833:7:fwd,1825,claude_4_sonnet:2833:7,2833,claude_4_sonnet,fwd,easy,A,1.0174959,1.0243049,-2.8392797,1.1759955
gemini_2.5_flash:3114:322:fwd,-2.2478762,-0.83378065,2.2478762,0.076799385,0.41649327,factor_2,gemini_2.5_flash:3114:322:fwd,903,gemini_2.5_flash:3114:322,3114,gemini_2.5_flash,fwd,easy,A,1.0178518,1.0246581,-2.8421106,1.1745492
gemini_2.5_pro:abc352_e:105:fwd,-2.2513247,-0.83722913,2.2513247,5.639578,-2.5182626,factor_1,gemini_2.5_pro:abc352_e:105:fwd,430,gemini_2.5_pro:abc352_e:105,abc352_e,gemini_2.5_pro,fwd,hard,A,3.6868627,3.6871285,-8.064001,6.389543
claude_3.7_sonnet:3682:76:bwd,-2.2560472,-0.8419517,2.2560472,-2.3363523,-4.691789,factor_2,claude_3.7_sonnet:3682:76:bwd,76,claude_3.7_sonnet:3682:76,3682,claude_3.7_sonnet,bwd,easy,B,4.7901163,4.7893925,-10.229161,8.5452585
gemini_2.5_flash_lite:abc331_e:225:fwd,-2.256714,-0.8426186,2.256714,0.07646633,0.41779876,factor_2,gemini_2.5_flash_lite:abc331_e:225:fwd,1236,gemini_2.5_flash_lite:abc331_e:225,abc331_e,gemini_2.5_flash_lite,fwd,easy,A,1.0195185,1.0263122,-2.8541908,1.1689535
gemini_2.5_flash_lite:abc344_e:248:bwd,-2.2587447,-0.8446492,2.2587447,0.5558709,-6.016813,factor_2,gemini_2.5_flash_lite:abc344_e:248:bwd,1259,gemini_2.5_flash_lite:abc344_e:248,abc344_e,gemini_2.5_flash_lite,bwd,medium,B,6.2644253,6.2626343,-13.119412,11.430114
gemini_2.5_flash_lite:abc324_d:216:fwd,-2.2764606,-0.8623651,2.2764606,0.07561129,0.4211511,factor_2,gemini_2.5_flash_lite:abc324_d:216:fwd,1227,gemini_2.5_flash_lite:abc324_d:216,abc324_d,gemini_2.5_flash_lite,fwd,medium,A,1.0233032,1.0300683,-2.881299,1.1565686
claude_3.7_sonnet:3591:238:bwd,-2.2826917,-0.8685962,2.2826917,0.54101145,-5.9683876,factor_2,claude_3.7_sonnet:3591:238:bwd,238,claude_3.7_sonnet:3591:238,3591,claude_3.7_sonnet,bwd,easy,B,6.2747297,6.272932,-13.163543,11.426351
qwen3_235b:abc394_e:200:bwd,-2.284136,-0.87004054,2.284136,0.71515965,-6.9989643,factor_2,qwen3_235b:abc394_e:200:bwd,1600,qwen3_235b:abc394_e:200,abc394_e,qwen3_235b,bwd,easy,B,7.5147953,7.512212,-15.593976,13.853894
gemini_2.5_pro:abc396_d:171:bwd,-2.2842371,-0.8701416,2.2842371,-2.5330873,-4.51854,factor_2,gemini_2.5_pro:abc396_d:171:bwd,496,gemini_2.5_pro:abc396_d:171,abc396_d,gemini_2.5_pro,bwd,easy,B,4.7135553,4.7128935,-10.107413,8.367129
gemini_2.5_flash_lite:abc320_c:207:bwd,-2.2956293,-0.88153374,2.2956293,-2.4724684,-2.2854111,factor_1,gemini_2.5_flash_lite:abc320_c:207:bwd,1218,gemini_2.5_flash_lite:abc320_c:207,abc320_c,gemini_2.5_flash_lite,bwd,easy,B,3.6824636,3.6827338,-8.099692,6.3366246
gemini_2.5_flash_lite:abc304_e:180:bwd,-2.3015969,-0.88750136,2.3015969,0.1530642,-3.59078,factor_2,gemini_2.5_flash_lite:abc304_e:180:bwd,1191,gemini_2.5_flash_lite:abc304_e:180,abc304_e,gemini_2.5_flash_lite,bwd,easy,B,3.5590694,3.5594683,-7.864059,6.0890565
claude_3.7_sonnet:3033:16:bwd,-2.3018184,-0.88772285,2.3018184,2.5188239,-5.2186894,factor_2,claude_3.7_sonnet:3033:16:bwd,16,claude_3.7_sonnet:3033:16,3033,claude_3.7_sonnet,bwd,hard,B,3.1842191,3.1850426,-7.130407,5.354961
gemini_2.5_flash_lite:abc334_e:230:bwd,-2.3080418,-0.8939463,2.3080418,0.3431489,-4.6550007,factor_2,gemini_2.5_flash_lite:abc334_e:230:bwd,1241,gemini_2.5_flash_lite:abc334_e:230,abc334_e,gemini_2.5_flash_lite,bwd,medium,B,4.79978,4.7990484,-10.300082,8.512189
gemini_2.5_flash_lite:2808:5:bwd,-2.3144522,-0.90035665,2.3144522,0.36454687,-4.783368,factor_2,gemini_2.5_flash_lite:2808:5:bwd,1016,gemini_2.5_flash_lite:2808:5,2808,gemini_2.5_flash_lite,bwd,easy,B,4.9628615,4.9620013,-10.625879,8.825167
claude_3.7_sonnet:3414:222:bwd,-2.322536,-0.9084405,2.322536,-2.3022988,-4.2386084,factor_2,claude_3.7_sonnet:3414:222:bwd,222,claude_3.7_sonnet:3414:222,3414,claude_3.7_sonnet,bwd,hard,B,4.692088,4.6914434,-10.10367,8.286789
claude_3.7_sonnet:3203:23:bwd,-2.3226373,-0.9085418,2.3226373,0.35972017,-4.7662597,factor_2,claude_3.7_sonnet:3203:23:bwd,23,claude_3.7_sonnet:3203:23,3203,claude_3.7_sonnet,bwd,easy,B,4.958281,4.9574246,-10.625094,8.808011
qwen3_235b:abc382_b:173:bwd,-2.3345954,-0.9204999,2.3345954,-4.3105145,3.2708504,factor_1,qwen3_235b:abc382_b:173:bwd,1573,qwen3_235b:abc382_b:173,abc382_b,qwen3_235b,bwd,easy,B,1.4479938,1.452439,-3.76728,1.9262804
gemini_2.5_flash_lite:3620:122:bwd,-2.3390706,-0.92497504,2.3390706,0.38362992,-4.925349,factor_2,gemini_2.5_flash_lite:3620:122:bwd,1133,gemini_2.5_flash_lite:3620:122,3620,gemini_2.5_flash_lite,bwd,medium,B,5.180619,5.179592,-11.076976,9.227025
gemini_2.5_flash:abc374_e:225:bwd,-2.3425286,-0.92843306,2.3425286,0.4166572,-5.1140842,factor_2,gemini_2.5_flash:abc374_e:225:bwd,806,gemini_2.5_flash:abc374_e:225,abc374_e,gemini_2.5_flash,bwd,easy,B,5.4145226,5.4133224,-11.538546,9.681679
gemini_2.5_flash:3794:127:fwd,-2.3491352,-0.93503964,2.3491352,-0.16009837,0.2917934,factor_2,gemini_2.5_flash:3794:127:fwd,708,gemini_2.5_flash:3794:127,3794,gemini_2.5_flash,fwd,medium,A,0.9165597,0.9242132,-2.7464976,0.87641823
gemini_2.5_flash_lite:abc342_e:245:bwd,-2.3500094,-0.9359139,2.3500094,0.4944163,-5.554463,factor_2,gemini_2.5_flash_lite:abc342_e:245:bwd,1256,gemini_2.5_flash_lite:abc342_e:245,abc342_e,gemini_2.5_flash_lite,bwd,easy,B,5.9631433,5.9615555,-12.620563,10.748734
claude_4_sonnet:arc195_e:284:bwd,-2.3503609,-0.93626535,2.3503609,2.71507,-5.7566605,factor_2,claude_4_sonnet:arc195_e:284:bwd,2102,claude_4_sonnet:arc195_e:284,arc195_e,claude_4_sonnet,bwd,medium,B,3.3670301,3.3676398,-7.5368395,5.6643085
gemini_2.5_flash:abc390_c:416:fwd,-2.3513355,-0.93724,2.3513355,-0.07619933,0.36940527,factor_2,gemini_2.5_flash:abc390_c:416:fwd,997,gemini_2.5_flash:abc390_c:416,abc390_c,gemini_2.5_flash,fwd,easy,A,0.9342895,0.94178236,-2.7831335,0.9086535
claude_3.7_sonnet:3329:36:fwd,-2.3525696,-0.93847406,2.3525696,-0.07627266,0.3695883,factor_2,claude_3.7_sonnet:3329:36:fwd,36,claude_3.7_sonnet:3329:36,3329,claude_3.7_sonnet,fwd,easy,A,0.93449974,0.9419907,-2.7847757,0.90782773
qwen3_235b:2850:5:bwd,-2.353605,-0.9395095,2.353605,-0.4946799,0.31463298,factor_1,qwen3_235b:2850:5:bwd,1405,qwen3_235b:2850:5,2850,qwen3_235b,bwd,medium,B,0.9255335,0.9331049,-2.768395,0.88937604
claude_3.7_sonnet:1899_D:3:fwd,-2.3567767,-0.9426812,2.3567767,-0.0764588,0.3703361,factor_2,claude_3.7_sonnet:1899_D:3:fwd,3,claude_3.7_sonnet:1899_D:3,1899_D,claude_3.7_sonnet,fwd,easy,A,0.9352515,0.94273573,-2.7904434,0.9050809
gemini_2.5_flash:abc315_d:153:bwd,-2.358289,-0.9441935,2.358289,0.18491536,-3.8261325,factor_2,gemini_2.5_flash:abc315_d:153:bwd,734,gemini_2.5_flash:abc315_d:153,abc315_d,gemini_2.5_flash,bwd,easy,B,3.8931656,3.8932264,-8.574918,6.6865306
gemini_2.5_pro:abc382_f:241:fwd,-2.3598967,-0.94580114,2.3598967,-0.16084719,0.2930134,factor_2,gemini_2.5_pro:abc382_f:241:fwd,566,gemini_2.5_pro:abc382_f:241,abc382_f,gemini_2.5_pro,fwd,hard,A,0.91847175,0.9261076,-2.760972,0.86936975
gemini_2.5_pro:3702:59:fwd,-2.3665805,-0.95248497,2.3665805,7.5270457,-3.73715,factor_1,gemini_2.5_pro:3702:59:fwd,384,gemini_2.5_pro:3702:59,3702,gemini_2.5_pro,fwd,medium,A,6.4643373,6.4624147,-13.618818,11.713848
claude_4_sonnet:abc393_d:256:bwd,-2.3739338,-0.9598383,2.3739338,-0.10961804,-0.09420317,factor_1,claude_4_sonnet:abc393_d:256:bwd,2074,claude_4_sonnet:abc393_d:256,abc393_d,claude_4_sonnet,bwd,easy,B,1.0854216,1.0917448,-3.099658,1.1799816
gemini_2.5_flash_lite:abc312_e:196:fwd,-2.3798954,-0.9657999,2.3798954,-0.11023248,-0.09408049,factor_1,gemini_2.5_flash_lite:abc312_e:196:fwd,1207,gemini_2.5_flash_lite:abc312_e:196,abc312_e,gemini_2.5_flash_lite,fwd,hard,A,1.0868461,1.0931598,-3.1083932,1.1767932
gemini_2.5_flash_lite:2891:17:bwd,-2.3901856,-0.9760901,2.3901856,-0.111288115,-0.093886025,factor_1,gemini_2.5_flash_lite:2891:17:bwd,1028,gemini_2.5_flash_lite:2891:17,2891,gemini_2.5_flash_lite,bwd,easy,B,1.0893167,1.0956138,-3.1234932,1.1713132
qwen3_235b:3764:93:fwd,-2.3965583,-0.98246276,2.3965583,-0.11198593,-0.093751706,factor_1,qwen3_235b:3764:93:fwd,1493,qwen3_235b:3764:93,3764,qwen3_235b,fwd,easy,A,1.0907813,1.0970687,-3.1327176,1.167792
claude_3.7_sonnet:3471:227:fwd,-2.396828,-0.9827324,2.396828,-0.11199472,-0.093756825,factor_1,claude_3.7_sonnet:3471:227:fwd,227,claude_3.7_sonnet:3471:227,3471,claude_3.7_sonnet,fwd,medium,A,1.0908755,1.0971621,-3.1331701,1.1677054
gemini_2.5_flash_lite:abc363_c:285:bwd,-2.3970115,-0.982916,2.3970115,-2.2344854,-3.1314142,factor_2,gemini_2.5_flash_lite:abc363_c:285:bwd,1296,gemini_2.5_flash_lite:abc363_c:285,abc363_c,gemini_2.5_flash_lite,bwd,hard,B,4.285646,4.285345,-9.382193,7.416361
claude_4_opus:3751:72:fwd,-2.403246,-0.9891504,2.403246,4.570654,2.4167688,factor_1,claude_4_opus:3751:72:fwd,1690,claude_4_opus:3751:72,3751,claude_4_opus,fwd,easy,A,3.076937,3.0778928,-7.0218205,5.0435195
gemini_2.5_flash:abc397_f:283:bwd,-2.416275,-1.0021795,2.416275,0.28265774,-4.454749,factor_2,gemini_2.5_flash:abc397_f:283:bwd,864,gemini_2.5_flash:abc397_f:283,abc397_f,gemini_2.5_flash,bwd,hard,B,4.745881,4.745193,-10.302757,8.298399
qwen3_235b:abc351_f:143:bwd,-2.4229739,-1.0088784,2.4229739,0.54221666,-5.9104104,factor_2,qwen3_235b:abc351_f:143:bwd,1543,qwen3_235b:abc351_f:143,abc351_f,qwen3_235b,bwd,medium,B,6.604215,6.6022015,-13.949194,11.931437
gemini_2.5_flash:3702:360:bwd,-2.435538,-1.0214425,2.435538,-2.2545893,-4.118253,factor_2,gemini_2.5_flash:3702:360:bwd,941,gemini_2.5_flash:3702:360,3702,gemini_2.5_flash,bwd,hard,B,4.867505,4.8667197,-10.560213,8.517328
claude_3.7_sonnet:abc359_d:137:fwd,-2.481662,-1.0675665,2.481662,-0.6614393,6.458079,factor_2,claude_3.7_sonnet:abc359_d:137:fwd,137,claude_3.7_sonnet:abc359_d:137,abc359_d,claude_3.7_sonnet,fwd,easy,A,1.45225,1.4566782,-3.9226556,1.7875227
gemini_2.5_pro:abc367_f:126:bwd,-2.4840238,-1.0699283,2.4840238,0.26971948,-4.460972,factor_2,gemini_2.5_pro:abc367_f:126:bwd,451,gemini_2.5_pro:abc367_f:126,abc367_f,gemini_2.5_pro,bwd,easy,B,4.868463,4.8676767,-10.610575,8.470718
gemini_2.5_flash:3522:348:bwd,-2.505728,-1.0916325,2.505728,0.36109042,-5.010606,factor_2,gemini_2.5_flash:3522:348:bwd,929,gemini_2.5_flash:3522:348,3522,gemini_2.5_flash,bwd,easy,B,5.641569,5.640206,-12.146437,9.963171
gemini_2.5_pro:abc354_d:107:bwd,-2.519631,-1.1055354,2.519631,3.430468,-7.2932787,factor_2,gemini_2.5_pro:abc354_d:107:bwd,432,gemini_2.5_pro:abc354_d:107,abc354_d,gemini_2.5_pro,bwd,easy,B,4.063664,4.0635633,-9.07012,6.859049
gemini_2.5_flash_lite:abc375_e:314:bwd,-2.5282357,-1.1141402,2.5282357,0.2121636,-4.166282,factor_2,gemini_2.5_flash_lite:abc375_e:314:bwd,1325,gemini_2.5_flash_lite:abc375_e:314,abc375_e,gemini_2.5_flash_lite,bwd,easy,B,4.5458293,4.5453053,-10.022939,7.794658
gemini_2.5_flash:abc376_c:230:bwd,-2.5391169,-1.1250213,2.5391169,-2.4359603,-2.0333724,factor_1,gemini_2.5_flash:abc376_c:230:bwd,811,gemini_2.5_flash:abc376_c:230,abc376_c,gemini_2.5_flash,bwd,medium,B,3.9707847,3.970771,-8.907733,6.65769
gemini_2.5_pro:abc391_g:245:bwd,-2.5402093,-1.1261138,2.5402093,-5.0000544,3.8256185,factor_1,gemini_2.5_pro:abc391_g:245:bwd,570,gemini_2.5_pro:abc391_g:245,abc391_g,gemini_2.5_pro,bwd,hard,B,1.5415288,1.545619,-4.155527,1.9032995
claude_3.7_sonnet:1883_C:183:fwd,-2.5456161,-1.1315206,2.5456161,-4.2627187,10.289166,factor_2,claude_3.7_sonnet:1883_C:183:fwd,183,claude_3.7_sonnet:1883_C:183,1883_C,claude_3.7_sonnet,fwd,medium,A,1.4459615,1.4504149,-3.9743338,1.7112926
qwen3_235b:abc380_g:170:bwd,-2.5471702,-1.1330746,2.5471702,0.062428847,-6.012239,factor_2,qwen3_235b:abc380_g:170:bwd,1570,qwen3_235b:abc380_g:170,abc380_g,qwen3_235b,bwd,medium,B,7.520214,7.5176272,-15.867624,13.601475
gemini_2.5_pro:3024:204:bwd,-2.5537353,-1.1396397,2.5537353,-2.1385548,-3.2510874,factor_2,gemini_2.5_pro:3024:204:bwd,529,gemini_2.5_pro:3024:204,3024,gemini_2.5_pro,bwd,medium,B,4.6484127,4.647804,-10.249335,7.9700556
gemini_2.5_flash:abc383_e:250:fwd,-2.5547087,-1.1406132,2.5547087,-0.6699248,6.901989,factor_2,gemini_2.5_flash:abc383_e:250:fwd,831,gemini_2.5_flash:abc383_e:250,abc383_e,gemini_2.5_flash,fwd,medium,A,1.4908491,1.495127,-4.071062,1.7898358
qwen3_235b:3442:37:fwd,-2.5591943,-1.1450988,2.5591943,4.810493,-1.6279236,factor_1,qwen3_235b:3442:37:fwd,1437,qwen3_235b:3442:37,3442,qwen3_235b,fwd,hard,A,2.800581,2.8019068,-6.636836,4.3466387
gemini_2.5_flash_lite:3240:47:bwd,-2.5659156,-1.1518201,2.5659156,-2.321473,-3.8577428,factor_2,gemini_2.5_flash_lite:3240:47:bwd,1058,gemini_2.5_flash_lite:3240:47,3240,gemini_2.5_flash_lite,bwd,medium,B,4.999084,4.9981956,-10.948284,8.644644
gemini_2.5_flash:3184:22:bwd,-2.572498,-1.1584026,2.572498,0.48069397,-5.7042074,factor_2,gemini_2.5_flash:3184:22:bwd,603,gemini_2.5_flash:3184:22,3184,gemini_2.5_flash,bwd,easy,B,6.7593617,6.7572484,-14.40261,12.085805
claude_4_sonnet:3788:123:fwd,-2.5767977,-1.1627022,2.5767977,10.574667,-9.425031,factor_1,claude_4_sonnet:3788:123:fwd,1941,claude_4_sonnet:3788:123,3788,claude_4_sonnet,fwd,easy,A,8.979845,8.976403,-18.756453,16.431047
qwen3_235b:abc340_e:131:bwd,-2.5799534,-1.1658579,2.5799534,0.5704123,-6.8538837,factor_2,qwen3_235b:abc340_e:131:bwd,1531,qwen3_235b:abc340_e:131,abc340_e,qwen3_235b,bwd,hard,B,8.385292,8.382192,-17.594954,15.263238
claude_4_sonnet:3297:43:bwd,-2.5905423,-1.1764468,2.5905423,-2.3593922,-4.0704527,factor_2,claude_4_sonnet:3297:43:bwd,1861,claude_4_sonnet:3297:43,3297,claude_4_sonnet,bwd,hard,B,5.173051,5.17203,-11.313626,8.960732
gemini_2.5_flash:abc307_c:138:bwd,-2.5997434,-1.1856478,2.5997434,0.32675475,-4.912373,factor_2,gemini_2.5_flash:abc307_c:138:bwd,719,gemini_2.5_flash:abc307_c:138,abc307_c,gemini_2.5_flash,bwd,medium,B,5.7089844,5.7075734,-12.372492,10.001196
gemini_2.5_flash:3715:102:fwd,-2.6104534,-1.1963578,2.6104534,4.7198753,2.3592849,factor_1,gemini_2.5_flash:3715:102:fwd,683,gemini_2.5_flash:3715:102,3715,gemini_2.5_flash,fwd,hard,A,3.1516304,3.1524935,-7.375245,4.9825296
claude_3.7_sonnet:abc351_c:131:bwd,-2.6186047,-1.2045091,2.6186047,-2.5607388,-3.5365863,factor_2,claude_3.7_sonnet:abc351_c:131:bwd,131,claude_3.7_sonnet:abc351_c:131,abc351_c,claude_3.7_sonnet,bwd,easy,B,4.883624,4.882826,-10.774848,8.36583
gemini_2.5_flash_lite:abc383_c:340:bwd,-2.6186118,-1.2045163,2.6186118,0.49903616,-6.210309,factor_2,gemini_2.5_flash_lite:abc383_c:340:bwd,1351,gemini_2.5_flash_lite:abc383_c:340,abc383_c,gemini_2.5_flash_lite,bwd,medium,B,7.6148696,7.6122255,-16.124477,13.7154455
qwen3_235b:abc320_e:120:bwd,-2.6266553,-1.2125598,2.6266553,-1.9947664,-2.7198663,factor_2,qwen3_235b:abc320_e:120:bwd,1520,qwen3_235b:abc320_e:120,abc320_e,qwen3_235b,bwd,hard,B,4.488922,4.4884458,-10.009913,7.584794
qwen3_235b:abc380_d:168:bwd,-2.6286836,-1.214588,2.6286836,-2.4845164,-4.200793,factor_2,qwen3_235b:abc380_d:168:bwd,1568,qwen3_235b:abc380_d:168,abc380_d,qwen3_235b,bwd,medium,B,5.3195496,5.3184195,-11.638691,9.209515
gemini_2.5_pro:abc387_f:157:bwd,-2.6371148,-1.2230192,2.6371148,-2.3180432,-3.498035,factor_2,gemini_2.5_pro:abc387_f:157:bwd,482,gemini_2.5_pro:abc387_f:157,abc387_f,gemini_2.5_pro,bwd,hard,B,4.9516125,4.9507613,-10.926512,8.480473
gemini_2.5_flash_lite:abc340_d:241:fwd,-2.639376,-1.2252804,2.639376,5.7006145,2.2934344,factor_1,gemini_2.5_flash_lite:abc340_d:241:fwd,1252,gemini_2.5_flash_lite:abc340_d:241,abc340_d,gemini_2.5_flash_lite,fwd,medium,A,3.5708494,3.571236,-8.224903,5.774342
gemini_2.5_flash_lite:abc383_d:341:bwd,-2.6420043,-1.2279087,2.6420043,0.5105055,-5.9614267,factor_2,gemini_2.5_flash_lite:abc383_d:341:bwd,1352,gemini_2.5_flash_lite:abc383_d:341,abc383_d,gemini_2.5_flash_lite,bwd,hard,B,7.3386297,7.336154,-15.606771,13.150953
claude_4_opus:3439:37:bwd,-2.648215,-1.2341195,2.648215,-2.1798882,-3.560983,factor_2,claude_4_opus:3439:37:bwd,1655,claude_4_opus:3439:37,3439,claude_4_opus,bwd,easy,B,5.010784,5.0098867,-11.053497,8.5852585
gemini_2.5_pro:3784:70:bwd,-2.656144,-1.2420484,2.656144,-4.829053,3.715182,factor_1,gemini_2.5_pro:3784:70:bwd,395,gemini_2.5_pro:3784:70,3784,gemini_2.5_pro,bwd,hard,B,1.5069692,1.5111861,-4.2039733,1.7198764
gemini_2.5_flash:arc182_d:425:bwd,-2.6598878,-1.2457923,2.6598878,0.6107014,-6.8237467,factor_2,gemini_2.5_flash:arc182_d:425:bwd,1006,gemini_2.5_flash:arc182_d:425,arc182_d,gemini_2.5_flash,bwd,easy,B,8.683871,8.680598,-18.259766,15.768181
gemini_2.5_flash_lite:abc400_e:381:bwd,-2.676281,-1.2621855,2.676281,0.2601847,-4.628954,factor_2,gemini_2.5_flash_lite:abc400_e:381:bwd,1392,gemini_2.5_flash_lite:abc400_e:381,abc400_e,gemini_2.5_flash_lite,bwd,hard,B,5.4485564,5.4473314,-11.938955,9.414585
claude_4_sonnet:2849:9:fwd,-2.6799657,-1.2658702,2.6799657,7.809925,2.1716945,factor_1,claude_4_sonnet:2849:9:fwd,1827,claude_4_sonnet:2849:9,2849,claude_4_sonnet,fwd,easy,A,4.5679564,4.567414,-10.218001,7.686261
