item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,dominant_factor,item_id_meta,selected_order,pair_id,question_id,split,ordering,difficulty_meta,gold,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
gemini_2.5_pro:abc330_e:92:fwd,-1.3376853,0.2980665,1.3376853,-0.16268621,factor_1,gemini_2.5_pro:abc330_e:92:fwd,417,gemini_2.5_pro:abc330_e:92,abc330_e,gemini_2.5_pro,fwd,hard,A,0.82937115,0.83314216,-1.3348922,1.9310251
gemini_2.5_flash:arc188_a:296:fwd,-1.3589712,0.2767806,1.3589712,-0.27977303,factor_1,gemini_2.5_flash:arc188_a:296:fwd,877,gemini_2.5_flash:arc188_a:296,arc188_a,gemini_2.5_flash,fwd,hard,A,0.9078679,0.911243,-1.5092558,2.062817
claude_4_sonnet:3460:65:bwd,-1.3877362,0.24801564,1.3877362,0.13284515,factor_1,claude_4_sonnet:3460:65:bwd,1883,claude_4_sonnet:3460:65,3460,claude_4_sonnet,bwd,hard,B,0.8312829,0.83504355,-1.3886697,1.884701
claude_4_opus:3788:81:bwd,-1.3879123,0.24783957,1.3879123,0.13285173,factor_1,claude_4_opus:3788:81:bwd,1699,claude_4_opus:3788:81,3788,claude_4_opus,bwd,medium,B,0.83132,0.8350804,-1.388918,1.8845972
gemini_2.5_flash_lite:3795:169:bwd,-1.3883201,0.24743176,1.3883201,0.13286778,factor_1,gemini_2.5_flash_lite:3795:169:bwd,1180,gemini_2.5_flash_lite:3795:169,3795,gemini_2.5_flash_lite,bwd,hard,B,0.831406,0.8351659,-1.3894935,1.884357
qwen3_235b:abc379_g:167:fwd,-1.3928742,0.2428776,1.3928742,-0.20238483,factor_1,qwen3_235b:abc379_g:167:fwd,1567,qwen3_235b:abc379_g:167,abc379_g,qwen3_235b,fwd,medium,A,0.8420674,0.84576994,-1.4148315,1.9005867
gemini_2.5_flash_lite:abc324_d:216:fwd,-1.3933467,0.24240518,1.3933467,-0.20244291,factor_1,gemini_2.5_flash_lite:abc324_d:216:fwd,1227,gemini_2.5_flash_lite:abc324_d:216,abc324_d,gemini_2.5_flash_lite,fwd,medium,A,0.84216166,0.84586364,-1.4154876,1.900298
gemini_2.5_flash_lite:abc331_e:225:fwd,-1.3933895,0.24236238,1.3933895,-0.20243326,factor_1,gemini_2.5_flash_lite:abc331_e:225:fwd,1236,gemini_2.5_flash_lite:abc331_e:225,abc331_e,gemini_2.5_flash_lite,fwd,easy,A,0.8421695,0.8458715,-1.4155458,1.9002706
gemini_2.5_flash:3244:27:fwd,-1.3949751,0.24077678,1.3949751,-0.20262685,factor_1,gemini_2.5_flash:3244:27:fwd,608,gemini_2.5_flash:3244:27,3244,gemini_2.5_flash,fwd,medium,A,0.842486,0.84618634,-1.4177485,1.899302
gemini_2.5_flash:3114:322:fwd,-1.3961552,0.2395966,1.3961552,-0.202769,factor_1,gemini_2.5_flash:3114:322:fwd,903,gemini_2.5_flash:3114:322,3114,gemini_2.5_flash,fwd,easy,A,0.84272164,0.84642065,-1.4193879,1.8985811
claude_4_sonnet:2833:7:fwd,-1.3969908,0.23876107,1.3969908,-0.20286626,factor_1,claude_4_sonnet:2833:7:fwd,1825,claude_4_sonnet:2833:7,2833,claude_4_sonnet,fwd,easy,A,0.8428885,0.84658664,-1.4205488,1.8980709
gemini_2.5_flash_lite:3681:135:fwd,-1.418281,0.21747088,1.418281,-0.2191806,factor_1,gemini_2.5_flash_lite:3681:135:fwd,1146,gemini_2.5_flash_lite:3681:135,3681,gemini_2.5_flash_lite,fwd,hard,A,0.84781843,0.8514905,-1.4514505,1.8863922
gemini_2.5_flash_lite:abc379_d:327:fwd,-1.4191387,0.21661317,1.4191387,-0.21930474,factor_1,gemini_2.5_flash_lite:abc379_d:327:fwd,1338,gemini_2.5_flash_lite:abc379_d:327,abc379_d,gemini_2.5_flash_lite,fwd,easy,A,0.8479886,0.8516598,-1.45264,1.8858664
gemini_2.5_flash_lite:abc394_d:366:fwd,-1.4194468,0.21630502,1.4194468,-0.21934395,factor_1,gemini_2.5_flash_lite:abc394_d:366:fwd,1377,gemini_2.5_flash_lite:abc394_d:366,abc394_d,gemini_2.5_flash_lite,fwd,hard,A,0.8480494,0.8517203,-1.4530667,1.8856767
gemini_2.5_flash_lite:abc392_c:363:fwd,-1.4204415,0.21531034,1.4204415,-0.21947463,factor_1,gemini_2.5_flash_lite:abc392_c:363:fwd,1374,gemini_2.5_flash_lite:abc392_c:363,abc392_c,gemini_2.5_flash_lite,fwd,hard,A,0.8482462,0.851916,-1.4544451,1.8850658
gemini_2.5_flash:3634:83:fwd,-1.4218986,0.21385324,1.4218986,-0.2196848,factor_1,gemini_2.5_flash:3634:83:fwd,664,gemini_2.5_flash:3634:83,3634,gemini_2.5_flash,fwd,hard,A,0.84853554,0.85220385,-1.4564663,1.8841728
gemini_2.5_flash_lite:3699:142:bwd,-1.4822425,0.15350938,1.4822425,1.197033,factor_1,gemini_2.5_flash_lite:3699:142:bwd,1153,gemini_2.5_flash_lite:3699:142,3699,gemini_2.5_flash_lite,bwd,medium,B,1.2473851,1.2495654,-2.2956388,2.6026576
gemini_2.5_flash:abc303_e:135:bwd,-1.4843234,0.15142846,1.4843234,1.1955156,factor_1,gemini_2.5_flash:abc303_e:135:bwd,716,gemini_2.5_flash:abc303_e:135,abc303_e,gemini_2.5_flash,bwd,medium,B,1.2473685,1.2495488,-2.2976873,2.6005442
gemini_2.5_flash:abc399_d:286:bwd,-1.4848838,0.15086806,1.4848838,1.1988647,factor_1,gemini_2.5_flash:abc399_d:286:bwd,867,gemini_2.5_flash:abc399_d:286,abc399_d,gemini_2.5_flash,bwd,medium,B,1.2482058,1.2503839,-2.2998843,2.6016207
claude_3.7_sonnet:3616:240:bwd,-1.489319,0.14643288,1.489319,1.196935,factor_1,claude_3.7_sonnet:3616:240:bwd,240,claude_3.7_sonnet:3616:240,3616,claude_3.7_sonnet,bwd,medium,B,1.2484654,1.2506427,-2.3048267,2.5976925
claude_4_sonnet:abc329_d:167:bwd,-1.491661,0.14409089,1.491661,1.1973777,factor_1,claude_4_sonnet:abc329_d:167:bwd,1985,claude_4_sonnet:abc329_d:167,abc329_d,claude_4_sonnet,bwd,easy,B,1.2489306,1.2511066,-2.308078,2.5962598
gemini_2.5_flash_lite:abc358_e:272:bwd,-1.491661,0.14409089,1.491661,1.198247,factor_1,gemini_2.5_flash_lite:abc358_e:272:bwd,1283,gemini_2.5_flash_lite:abc358_e:272,abc358_e,gemini_2.5_flash_lite,bwd,medium,B,1.2491239,1.2512995,-2.3084562,2.596638
gemini_2.5_flash_lite:abc369_c:302:bwd,-1.4933566,0.14239526,1.4933566,1.1996005,factor_1,gemini_2.5_flash_lite:abc369_c:302:bwd,1313,gemini_2.5_flash_lite:abc369_c:302,abc369_c,gemini_2.5_flash_lite,bwd,medium,B,1.24969,1.2518641,-2.3112583,2.5960488
claude_3.7_sonnet:abc323_d:263:bwd,-1.4946942,0.14105761,1.4946942,1.1974664,factor_1,claude_3.7_sonnet:abc323_d:263:bwd,263,claude_3.7_sonnet:abc323_d:263,abc323_d,claude_3.7_sonnet,bwd,hard,B,1.2494255,1.2516001,-2.312079,2.594194
claude_3.7_sonnet:2777:4:bwd,-1.4950055,0.14074636,1.4950055,1.1975049,factor_1,claude_3.7_sonnet:2777:4:bwd,4,claude_3.7_sonnet:2777:4,2777,claude_3.7_sonnet,bwd,easy,B,1.2494829,1.2516575,-2.3125024,2.593995
gemini_2.5_flash_lite:3760:158:bwd,-1.4951054,0.14064646,1.4951054,1.1978484,factor_1,gemini_2.5_flash_lite:3760:158:bwd,1169,gemini_2.5_flash_lite:3760:158,3760,gemini_2.5_flash_lite,bwd,hard,B,1.249575,1.2517494,-2.3127825,2.5940754
gemini_2.5_flash_lite:2879:15:bwd,-1.4963017,0.13945019,1.4963017,1.1983466,factor_1,gemini_2.5_flash_lite:2879:15:bwd,1026,gemini_2.5_flash_lite:2879:15,2879,gemini_2.5_flash_lite,bwd,easy,B,1.2498733,1.2520468,-2.3145618,2.593462
gemini_2.5_flash_lite:3460:85:bwd,-1.497653,0.13809884,1.497653,1.1985577,factor_1,gemini_2.5_flash_lite:3460:85:bwd,1096,gemini_2.5_flash_lite:3460:85,3460,gemini_2.5_flash_lite,bwd,medium,B,1.2501322,1.252305,-2.3164191,2.5926166
qwen3_235b:abc379_f:166:bwd,-1.4981807,0.1375711,1.4981807,1.1987878,factor_1,qwen3_235b:abc379_f:166:bwd,1566,qwen3_235b:abc379_f:166,abc379_f,qwen3_235b,bwd,hard,B,1.2502661,1.2524385,-2.3172085,2.5923507
qwen3_235b:abc388_g:190:bwd,-1.4982319,0.13751996,1.4982319,1.1991116,factor_1,qwen3_235b:abc388_g:190:bwd,1590,qwen3_235b:abc388_g:190,abc388_g,qwen3_235b,bwd,hard,B,1.2503458,1.252518,-2.3174157,2.5924554
gemini_2.5_flash:3316:335:bwd,-1.5013125,0.13443935,1.5013125,1.2006112,factor_1,gemini_2.5_flash:3316:335:bwd,916,gemini_2.5_flash:3316:335,3316,gemini_2.5_flash,bwd,hard,B,1.2511613,1.2533313,-2.3220901,2.5909686
claude_3.7_sonnet:abc362_e:140:bwd,-1.5018271,0.13392472,1.5018271,1.2001863,factor_1,claude_3.7_sonnet:abc362_e:140:bwd,140,claude_3.7_sonnet:abc362_e:140,abc362_e,claude_3.7_sonnet,bwd,hard,B,1.2511488,1.2533189,-2.3225803,2.5904298
claude_4_opus:abc303_c:87:bwd,-1.5021812,0.13357067,1.5021812,1.2008392,factor_1,claude_4_opus:abc303_c:87:bwd,1705,claude_4_opus:abc303_c:87,abc303_c,claude_4_opus,bwd,easy,B,1.2513483,1.2535177,-2.3233242,2.5904655
claude_3.7_sonnet:3375:38:bwd,-1.502831,0.13292086,1.502831,1.2010151,factor_1,claude_3.7_sonnet:3375:38:bwd,38,claude_3.7_sonnet:3375:38,3375,claude_3.7_sonnet,bwd,easy,B,1.2514893,1.2536584,-2.3242497,2.5900912
gemini_2.5_flash:3733:109:bwd,-1.5029678,0.13278401,1.5029678,1.2011874,factor_1,gemini_2.5_flash:3733:109:bwd,690,gemini_2.5_flash:3733:109,3733,gemini_2.5_flash,bwd,hard,B,1.2515488,1.2537178,-2.324503,2.5900707
gemini_2.5_flash:abc379_f:240:bwd,-1.5036534,0.13209844,1.5036534,1.2023954,factor_1,gemini_2.5_flash:abc379_f:240:bwd,821,gemini_2.5_flash:abc379_f:240,abc379_f,gemini_2.5_flash,bwd,easy,B,1.2519221,1.2540901,-2.3259182,2.590115
claude_3.7_sonnet:abc321_b:107:bwd,-1.5042741,0.13147771,1.5042741,1.2018371,factor_1,claude_3.7_sonnet:abc321_b:107:bwd,107,claude_3.7_sonnet:abc321_b:107,abc321_b,claude_3.7_sonnet,bwd,medium,B,1.2518972,1.2540653,-2.3264904,2.5894456
claude_3.7_sonnet:abc326_e:112:bwd,-1.5051688,0.13058305,1.5051688,1.2023885,factor_1,claude_3.7_sonnet:abc326_e:112:bwd,112,claude_3.7_sonnet:abc326_e:112,abc326_e,claude_3.7_sonnet,bwd,easy,B,1.2521595,1.2543268,-2.3278975,2.5890636
claude_3.7_sonnet:3510:230:bwd,-1.505967,0.12978482,1.505967,1.2026454,factor_1,claude_3.7_sonnet:3510:230:bwd,230,claude_3.7_sonnet:3510:230,3510,claude_3.7_sonnet,bwd,easy,B,1.2523414,1.2545083,-2.3290515,2.5886211
gemini_2.5_flash_lite:3776:163:bwd,-1.5063032,0.12944865,1.5063032,1.2041241,factor_1,gemini_2.5_flash_lite:3776:163:bwd,1174,gemini_2.5_flash_lite:3776:163,3776,gemini_2.5_flash_lite,bwd,hard,B,1.2527182,1.254884,-2.3301241,2.5890214
gemini_2.5_flash:abc372_d:402:bwd,-1.5063553,0.12939656,1.5063553,1.2029159,factor_1,gemini_2.5_flash:abc372_d:402:bwd,983,gemini_2.5_flash:abc372_d:402,abc372_d,gemini_2.5_flash,bwd,medium,B,1.2524619,1.2546284,-2.3296752,2.588468
gemini_2.5_flash:abc341_f:184:bwd,-1.5065088,0.12924302,1.5065088,1.2051582,factor_1,gemini_2.5_flash:abc341_f:184:bwd,765,gemini_2.5_flash:abc341_f:184,abc341_f,gemini_2.5_flash,bwd,easy,B,1.2529769,1.255142,-2.3308353,2.5893211
claude_3.7_sonnet:3244:208:bwd,-1.5065833,0.12916851,1.5065833,1.2028995,factor_1,claude_3.7_sonnet:3244:208:bwd,208,claude_3.7_sonnet:3244:208,3244,claude_3.7_sonnet,bwd,medium,B,1.2524943,1.2546608,-2.3299668,2.5883038
gemini_2.5_flash_lite:abc335_d:232:bwd,-1.5070555,0.12869632,1.5070555,1.2031542,factor_1,gemini_2.5_flash_lite:abc335_d:232:bwd,1243,gemini_2.5_flash_lite:abc335_d:232,abc335_d,gemini_2.5_flash_lite,bwd,hard,B,1.2526245,1.2547907,-2.3306932,2.5880861
gemini_2.5_flash:abc368_d:217:bwd,-1.5074172,0.12833464,1.5074172,1.203442,factor_1,gemini_2.5_flash:abc368_d:217:bwd,798,gemini_2.5_flash:abc368_d:217,abc368_d,gemini_2.5_flash,bwd,easy,B,1.2527444,1.2549102,-2.3312893,2.5879588
claude_3.7_sonnet:3000:192:bwd,-1.5416108,0.09414101,1.5416108,0.21805584,factor_1,claude_3.7_sonnet:3000:192:bwd,192,claude_3.7_sonnet:3000:192,3000,claude_3.7_sonnet,bwd,easy,B,0.8832801,0.88677245,-1.643933,1.8322151
gemini_2.5_pro:abc308_f:79:bwd,-1.5435998,0.092152,1.5435998,0.21821365,factor_1,gemini_2.5_pro:abc308_f:79:bwd,404,gemini_2.5_pro:abc308_f:79,abc308_f,gemini_2.5_pro,bwd,easy,B,0.88372004,0.88721025,-1.6467801,1.8310841
qwen3_235b:abc357_c:146:bwd,-1.5457267,0.09002519,1.5457267,0.21838078,factor_1,qwen3_235b:abc357_c:146:bwd,1546,qwen3_235b:abc357_c:146,abc357_c,qwen3_235b,bwd,easy,B,0.8841903,0.8876782,-1.6498241,1.8298745
claude_4_opus:abc334_e:126:bwd,-1.546438,0.089313865,1.546438,0.21843831,factor_1,claude_4_opus:abc334_e:126:bwd,1744,claude_4_opus:abc334_e:126,abc334_e,claude_4_opus,bwd,easy,B,0.88434833,0.88783544,-1.6508436,1.8294713
gemini_2.5_flash_lite:3200:38:bwd,-1.5465417,0.08921015,1.5465417,0.21844855,factor_1,gemini_2.5_flash_lite:3200:38:bwd,1049,gemini_2.5_flash_lite:3200:38,3200,gemini_2.5_flash_lite,bwd,hard,B,0.884372,0.88785905,-1.6509936,1.8294139
qwen3_235b:3801:105:bwd,-1.5467025,0.08904934,1.5467025,0.21846086,factor_1,qwen3_235b:3801:105:bwd,1505,qwen3_235b:3801:105,3801,qwen3_235b,bwd,medium,B,0.8844074,0.8878942,-1.6512233,1.829322
gemini_2.5_pro:3687:53:bwd,-1.5467814,0.08897042,1.5467814,0.21846578,factor_1,gemini_2.5_pro:3687:53:bwd,378,gemini_2.5_pro:3687:53,3687,gemini_2.5_pro,bwd,easy,B,0.8844245,0.88791126,-1.6513357,1.8292766
qwen3_235b:3573:57:bwd,-1.5468314,0.088920474,1.5468314,0.21847075,factor_1,qwen3_235b:3573:57:bwd,1457,qwen3_235b:3573:57,3573,qwen3_235b,bwd,medium,B,0.8844359,0.8879226,-1.6514078,1.8292488
claude_3.7_sonnet:2891:12:fwd,-1.5514678,0.08428407,1.5514678,-0.2964612,factor_1,claude_3.7_sonnet:2891:12:fwd,12,claude_3.7_sonnet:2891:12,2891,claude_3.7_sonnet,fwd,medium,A,0.87792856,0.8814472,-1.6433525,1.8119206
claude_4_opus:abc310_e:99:fwd,-1.6247326,0.01101923,1.6247326,-0.8671618,factor_1,claude_4_opus:abc310_e:99:fwd,1717,claude_4_opus:abc310_e:99,abc310_e,claude_4_opus,fwd,easy,A,0.9635484,0.9666779,-1.8836695,1.905708
claude_3.7_sonnet:abc370_e:146:fwd,-1.6254921,0.0102597475,1.6254921,-0.8674476,factor_1,claude_3.7_sonnet:abc370_e:146:fwd,146,claude_3.7_sonnet:abc370_e:146,abc370_e,claude_3.7_sonnet,fwd,easy,A,0.9636403,0.9667694,-1.8846083,1.9051278
claude_3.7_sonnet:abc324_c:264:fwd,-1.6260737,0.009678125,1.6260737,-0.86766344,factor_1,claude_3.7_sonnet:abc324_c:264:fwd,264,claude_3.7_sonnet:abc324_c:264,abc324_c,claude_3.7_sonnet,fwd,medium,A,0.9637101,0.96683896,-1.8853263,1.9046825
gemini_2.5_flash:abc381_c:409:fwd,-1.6273674,0.008384466,1.6273674,-0.8681586,factor_1,gemini_2.5_flash:abc381_c:409:fwd,990,gemini_2.5_flash:abc381_c:409,abc381_c,gemini_2.5_flash,fwd,hard,A,0.96386766,0.9669958,-1.8869272,1.9036962
gemini_2.5_flash_lite:3211:41:bwd,-1.6275663,0.008185506,1.6275663,0.2581025,factor_1,gemini_2.5_flash_lite:3211:41:bwd,1052,gemini_2.5_flash_lite:3211:41,3211,gemini_2.5_flash_lite,bwd,easy,B,0.91614866,0.91948557,-1.7940062,1.8103772
gemini_2.5_flash_lite:abc391_f:361:bwd,-1.6277167,0.008035183,1.6277167,0.25812626,factor_1,gemini_2.5_flash_lite:abc391_f:361:bwd,1372,gemini_2.5_flash_lite:abc391_f:361,abc391_f,gemini_2.5_flash_lite,bwd,easy,B,0.916188,0.9195248,-1.7942334,1.8103038
claude_3.7_sonnet:3649:72:bwd,-1.6286975,0.007054329,1.6286975,0.25817633,factor_1,claude_3.7_sonnet:3649:72:bwd,72,claude_3.7_sonnet:3649:72,3649,claude_3.7_sonnet,bwd,easy,B,0.91639787,0.91973364,-1.7956237,1.8097323
claude_4_opus:abc391_f:179:fwd,-1.629021,0.006730795,1.629021,-0.868801,factor_1,claude_4_opus:abc391_f:179:fwd,1797,claude_4_opus:abc391_f:179,abc391_f,claude_4_opus,fwd,medium,A,0.9640701,0.9671974,-1.8889762,1.9024378
claude_3.7_sonnet:abc344_e:130:fwd,-1.6294786,0.0062732697,1.6294786,-0.8689722,factor_1,claude_3.7_sonnet:abc344_e:130:fwd,130,claude_3.7_sonnet:abc344_e:130,abc344_e,claude_3.7_sonnet,fwd,easy,A,0.96412516,0.9672522,-1.889541,1.9020876
gemini_2.5_flash_lite:abc379_f:328:fwd,-1.6307851,0.004966736,1.6307851,-0.8694775,factor_1,gemini_2.5_flash_lite:abc379_f:328:fwd,1339,gemini_2.5_flash_lite:abc379_f:328,abc379_f,gemini_2.5_flash_lite,fwd,medium,A,0.96428484,0.9674113,-1.8911594,1.9010929
claude_4_opus:abc320_e:109:fwd,-1.6309396,0.0048122406,1.6309396,-0.8695367,factor_1,claude_4_opus:abc320_e:109:fwd,1727,claude_4_opus:abc320_e:109,abc320_e,claude_4_opus,fwd,easy,A,0.96430355,0.9674299,-1.8913504,1.9009749
gemini_2.5_pro:3584:36:fwd,-1.637276,-0.00152421,1.637276,-0.87198967,factor_1,gemini_2.5_pro:3584:36:fwd,361,gemini_2.5_pro:3584:36,3584,gemini_2.5_pro,fwd,medium,A,0.9650769,0.9682,-1.8991963,1.8961478
qwen3_235b:abc319_e:118:fwd,-1.6402558,-0.0045039654,1.6402558,-0.87314856,factor_1,qwen3_235b:abc319_e:118:fwd,1518,qwen3_235b:abc319_e:118,abc319_e,qwen3_235b,fwd,easy,A,0.9654409,0.96856254,-1.9028866,1.8938787
gemini_2.5_flash:3794:127:fwd,-1.6794393,-0.043687463,1.6794393,-0.36253938,factor_1,gemini_2.5_flash:3794:127:fwd,708,gemini_2.5_flash:3794:127,3794,gemini_2.5_flash,fwd,medium,A,0.90761685,0.91099316,-1.8292341,1.7418592
gemini_2.5_pro:abc382_f:241:fwd,-1.6807324,-0.044980526,1.6807324,-0.3627919,factor_1,gemini_2.5_pro:abc382_f:241:fwd,566,gemini_2.5_pro:abc382_f:241,abc382_f,gemini_2.5_pro,fwd,hard,A,0.90787405,0.91124916,-1.8310289,1.7410679
claude_3.7_sonnet:abc388_c:163:bwd,-1.7218776,-0.08612573,1.7218776,0.30343476,factor_1,claude_3.7_sonnet:abc388_c:163:bwd,163,claude_3.7_sonnet:abc388_c:163,abc388_c,claude_3.7_sonnet,bwd,easy,B,0.9561453,0.95930594,-1.9663655,1.794114
gemini_2.5_flash:abc378_d:236:bwd,-1.7239463,-0.08819449,1.7239463,0.30362615,factor_1,gemini_2.5_flash:abc378_d:236:bwd,817,gemini_2.5_flash:abc378_d:236,abc378_d,gemini_2.5_flash,bwd,hard,B,0.95664376,0.9598023,-1.9694071,1.7930181
claude_3.7_sonnet:abc372_c:148:bwd,-1.7264953,-0.09074342,1.7264953,0.3038424,factor_1,claude_3.7_sonnet:abc372_c:148:bwd,148,claude_3.7_sonnet:abc372_c:148,abc372_c,claude_3.7_sonnet,bwd,easy,B,0.9572484,0.9604044,-1.9731361,1.7916492
gemini_2.5_flash:3625:356:bwd,-1.7265031,-0.09075129,1.7265031,0.30385703,factor_1,gemini_2.5_flash:3625:356:bwd,937,gemini_2.5_flash:3625:356,3625,gemini_2.5_flash,bwd,medium,B,0.9572573,0.9604133,-1.9731613,1.7916588
gemini_2.5_pro:abc375_f:238:bwd,-1.7266773,-0.090925455,1.7266773,0.30384627,factor_1,gemini_2.5_pro:abc375_f:238:bwd,563,gemini_2.5_pro:abc375_f:238,abc375_f,gemini_2.5_pro,bwd,easy,B,0.95728564,0.96044147,-1.9733908,1.7915399
claude_4_opus:3265:24:bwd,-1.7268354,-0.09108353,1.7268354,0.30386555,factor_1,claude_4_opus:3265:24:bwd,1642,claude_4_opus:3265:24,3265,claude_4_opus,bwd,easy,B,0.9573262,0.9604818,-1.9736279,1.7914609
claude_4_sonnet:arc182_a:270:bwd,-1.7273523,-0.09160042,1.7273523,0.30391997,factor_1,claude_4_sonnet:arc182_a:270:bwd,2088,claude_4_sonnet:arc182_a:270,arc182_a,claude_4_sonnet,bwd,easy,B,0.95745426,0.96060944,-1.9743949,1.7911941
claude_3.7_sonnet:abc394_d:166:bwd,-1.7275814,-0.09182954,1.7275814,0.30394334,factor_1,claude_3.7_sonnet:abc394_d:166:bwd,166,claude_3.7_sonnet:abc394_d:166,abc394_d,claude_3.7_sonnet,bwd,hard,B,0.95751053,0.96066546,-1.9747338,1.7910748
claude_3.7_sonnet:abc383_e:159:bwd,-1.7276529,-0.091901064,1.7276529,0.30395046,factor_1,claude_3.7_sonnet:abc383_e:159:bwd,159,claude_3.7_sonnet:abc383_e:159,abc383_e,claude_3.7_sonnet,bwd,medium,B,0.9575281,0.9606829,-1.9748397,1.7910376
gemini_2.5_pro:arc193_d:197:fwd,-1.8543926,-0.2186408,1.8543926,-0.49122673,factor_1,gemini_2.5_pro:arc193_d:197:fwd,522,gemini_2.5_pro:arc193_d:197,arc193_d,gemini_2.5_pro,fwd,medium,A,0.9954462,0.998446,-2.1755948,1.7383133
claude_3.7_sonnet:3604:64:fwd,-1.8606,-0.22484815,1.8606,-1.0304904,factor_1,claude_3.7_sonnet:3604:64:fwd,64,claude_3.7_sonnet:3604:64,3604,claude_3.7_sonnet,fwd,easy,A,0.99941003,1.0023942,-2.1895409,1.7398446
gemini_2.5_flash:abc388_e:263:fwd,-1.8632841,-0.22753227,1.8632841,-1.0315928,factor_1,gemini_2.5_flash:abc388_e:263:fwd,844,gemini_2.5_flash:abc388_e:263,abc388_e,gemini_2.5_flash,fwd,hard,A,0.9997019,1.002685,-2.1927948,1.7377303
claude_4_opus:3414:34:fwd,-1.8633256,-0.22757375,1.8633256,-1.0315564,factor_1,claude_4_opus:3414:34:fwd,1652,claude_4_opus:3414:34,3414,claude_4_opus,fwd,medium,A,0.9996997,1.0026828,-2.192832,1.7376846
claude_4_sonnet:abc396_d:262:fwd,-1.863635,-0.2278831,1.863635,-1.0316848,factor_1,claude_4_sonnet:abc396_d:262:fwd,2080,claude_4_sonnet:abc396_d:262,abc396_d,claude_4_sonnet,fwd,hard,A,0.9997335,1.0027164,-2.1932073,1.7374412
claude_4_sonnet:3799:125:fwd,-1.8638953,-0.22814345,1.8638953,-1.0317951,factor_1,claude_4_sonnet:3799:125:fwd,1943,claude_4_sonnet:3799:125,3799,claude_4_sonnet,fwd,hard,A,0.99976224,1.002745,-2.193524,1.7372369
gemini_2.5_pro:abc323_d:88:fwd,-1.8639551,-0.2282033,1.8639551,-1.0318253,factor_1,gemini_2.5_pro:abc323_d:88:fwd,413,gemini_2.5_pro:abc323_d:88,abc323_d,gemini_2.5_pro,fwd,hard,A,0.9997695,1.0027523,-2.1935978,1.7371912
gemini_2.5_pro:abc390_d:161:fwd,-1.8639688,-0.228217,1.8639688,-1.0319222,factor_1,gemini_2.5_pro:abc390_d:161:fwd,486,gemini_2.5_pro:abc390_d:161,abc390_d,gemini_2.5_pro,fwd,easy,A,0.9997824,1.002765,-2.1936364,1.7372025
gemini_2.5_pro:abc399_c:175:fwd,-1.8647604,-0.22900856,1.8647604,-1.0321877,factor_1,gemini_2.5_pro:abc399_c:175:fwd,500,gemini_2.5_pro:abc399_c:175,abc399_c,gemini_2.5_pro,fwd,hard,A,0.999861,1.0028434,-2.1945815,1.7365645
claude_4_opus:2920:10:fwd,-1.865384,-0.22963214,1.865384,-1.0324497,factor_1,claude_4_opus:2920:10:fwd,1628,claude_4_opus:2920:10,2920,claude_4_opus,fwd,easy,A,0.9999294,1.0029116,-2.1953387,1.7360746
claude_4_opus:3697:68:fwd,-1.8683767,-0.23262489,1.8683767,-1.0337414,factor_1,claude_4_opus:3697:68:fwd,1686,claude_4_opus:3697:68,3697,claude_4_opus,fwd,medium,A,1.0002624,1.0032432,-2.1989818,1.7337319
gemini_2.5_pro:abc301_d:74:fwd,-1.8685435,-0.23279166,1.8685435,-1.0338159,factor_1,gemini_2.5_pro:abc301_d:74:fwd,399,gemini_2.5_pro:abc301_d:74,abc301_d,gemini_2.5_pro,fwd,hard,A,1.0002811,1.0032618,-2.199185,1.7336016
qwen3_235b:3622:65:fwd,-1.868569,-0.23281717,1.868569,-1.0338786,factor_1,qwen3_235b:3622:65:fwd,1465,qwen3_235b:3622:65,3622,qwen3_235b,fwd,easy,A,1.0002904,1.0032711,-2.1992285,1.7335942
qwen3_235b:3203:18:fwd,-1.8709508,-0.23519897,1.8709508,-1.0327529,factor_1,qwen3_235b:3203:18:fwd,1418,qwen3_235b:3203:18,3203,qwen3_235b,fwd,hard,A,1.0011306,1.0041081,-2.203251,1.7328529
claude_4_sonnet:abc369_c:217:fwd,-1.8715323,-0.23578048,1.8715323,-1.0351402,factor_1,claude_4_sonnet:abc369_c:217:fwd,2035,claude_4_sonnet:abc369_c:217,abc369_c,claude_4_sonnet,fwd,medium,A,1.0006175,1.0035969,-2.2028303,1.7312695
gemini_2.5_pro:abc382_d:150:fwd,-1.8722458,-0.23649395,1.8722458,-1.0354356,factor_1,gemini_2.5_pro:abc382_d:150:fwd,475,gemini_2.5_pro:abc382_d:150,abc382_d,gemini_2.5_pro,fwd,medium,A,1.0006952,1.0036744,-2.2036958,1.7307079
qwen3_235b:3657:70:fwd,-1.8730592,-0.23730731,1.8730592,-1.0358343,factor_1,qwen3_235b:3657:70:fwd,1470,qwen3_235b:3657:70,3657,qwen3_235b,fwd,medium,A,1.0007913,1.00377,-2.2046967,1.7300819
claude_4_sonnet:3604:83:fwd,-1.8733608,-0.23760891,1.8733608,-1.0359643,factor_1,claude_4_sonnet:3604:83:fwd,1901,claude_4_sonnet:3604:83,3604,claude_4_sonnet,fwd,easy,A,1.0008247,1.0038034,-2.2050636,1.7298458
